alkalinity,tco2,pco2,co2,pHt,salinity,temp,year
2227.67,2137.5,751.46,30.15,7.795,31.85,13.343,2017
2214.6,2135.36,818.05,32.61,7.759,31.843,13.554,2017
2222.07,2144.31,833.94,33.16,7.753,31.837,13.633,2017
2218.06,2134.99,818.71,31.9,7.761,31.837,14.286,2017
2213,2117.14,737.54,28.8,7.801,31.8325,14.215,2017
2188.6,2089.35,713.92,27.68,7.81,31.819,14.454,2017
2188.94,2065.76,600.08,23.23,7.878,31.82,14.505,2017
2234.07,2155.15,895.23,33.61,7.73,31.81,15.51,2017
2134.01,1971.55,452.05,17.12,7.978,31.748,15.235,2017
2166.63,1923.74,278.3,10.78,8.165,31.745,14.4965,2017
2177.34,1922.98,261.37,10.2,8.19,31.7265,14.2715,2017
2181.72,1943.87,287.71,11.21,8.155,31.708,14.324,2017
2187.17,1965.22,320.66,12.36,8.117,31.708,14.6655,2017
2207.87,2012.24,381.34,14.68,8.056,31.704,14.713,2017
2218.57,2035.81,419.14,16.04,8.022,31.707,14.9,2017
2207.59,2049.14,480.08,18.5,7.969,31.698,14.6715,2017
2212.42,2073.36,547.22,21.12,7.919,31.692,14.624,2017
2231.05,2101.08,586.72,22.76,7.895,31.685,14.468,2017
2249.96,2136.36,668.07,25.89,7.848,31.685,14.49,2017
2279.58,2191.43,828.39,31.91,7.768,31.681,14.696,2017
2222.73,2174.33,1101.34,42.33,7.643,31.675,14.7675,2017
2193.38,2070.7,582.62,23.16,7.89,31.733,13.6585,2017
2205.43,2090.66,603.98,24.57,7.877,31.732,12.924,2017
2166.87,2068.03,641.03,26.77,7.846,31.745,12.096,2017
2202.86,2113.51,707.78,29.51,7.813,31.753,12.139,2017
2204.06,2119.78,733.86,30.7,7.799,31.7445,12.038,2017
2192.67,2103.46,705.5,29.37,7.813,31.757,12.19,2017
2199.15,2096.14,646.67,26.62,7.849,31.7905,12.5335,2017
2218.63,2104.34,607.08,24.84,7.878,31.748,12.73,2017
2200.32,2070.95,534.61,21.99,7.924,31.769,12.57,2017
2185.23,2050.26,509.67,20.92,7.94,31.768,12.631,2017
2295.78,2149.4,519.16,21.06,7.953,31.756,13.007,2017
2177.37,1985.76,384.49,14.7,8.048,31.692,14.944,2017
2194.95,2003.77,370.67,14.76,8.064,31.757,13.599,2017
2194.3,2023.57,408.89,16.63,8.026,31.698,12.9455,2017
2188.25,2018.44,410.83,16.66,8.024,31.692,13.036,2017
2184.01,2020.82,431.23,17.37,8.004,31.712,13.245,2017
2198.55,2038.2,453.9,17.99,7.988,31.703,13.771,2017
2204.17,2054.1,487.59,19.33,7.961,31.699,13.762,2017
2211.87,2089.26,590.93,23.48,7.888,31.727,13.675,2017
2208.91,2105.35,670.22,26.85,7.838,31.694,13.417,2017
2213.76,2126.33,766.34,30.51,7.786,31.675,13.625,2017
2229.9,2143.94,778.93,31.14,7.782,31.679,13.492,2017
2222.88,2151.56,874.87,34.84,7.734,31.697,13.614,2017
2239.22,2169.32,903.53,35.65,7.725,31.689,13.9095,2017
2133.14,2108.11,1228.14,49.67,7.575,33.268,12.8315,2017
2231.29,2139.76,707.61,30.13,7.813,33.346,11.2075,2017
2227.5,2139.79,727.04,30.95,7.802,33.347,11.214,2017
2235.05,2155.05,774.89,33,7.778,33.343,11.202,2017
2222.64,2131.87,711.7,30.17,7.81,33.346,11.342,2017
2218.27,2110.03,634.46,26.5,7.855,33.343,11.8095,2017
2230.84,2098.48,544.84,22.57,7.917,33.339,12.07,2017
2212.76,2057.94,461.73,19.14,7.978,33.335,12.041,2017
2203.46,2047.71,457.25,18.91,7.98,33.333,12.125,2017
2231.33,2057.71,418.35,17.24,8.019,33.316,12.23,2017
2183.86,2007.87,441.09,16.77,7.992,33.241,14.8395,2017
2220.03,2041.21,417.41,16.7,8.019,33.318,13.1725,2017
2221.83,2077.42,510.3,20.77,7.942,33.353,12.62,2017
2209.82,2080.06,557.89,22.74,7.905,33.337,12.5785,2017
2197.26,2077.01,595.41,24.13,7.877,33.3295,12.7535,2017
2214.67,2091.02,597.82,23.93,7.88,33.313,13.1565,2017
2214.14,2102.86,651.98,26.12,7.845,33.318,13.12,2017
2201.14,2019.45,406.65,16.25,8.025,33.576,13.168,2017
2217.14,2026.88,374.55,15.46,8.058,33.577,12.131,2017
2234.56,2019.39,331.14,13.58,8.107,33.568,12.343,2017
2185.2,2023.73,486.05,18.5,7.955,33.563,14.7305,2017
2180.75,2086.47,688.4,28.82,7.815,33.647,11.682,2017
2218.73,2072.95,488.2,20.47,7.957,33.673,11.627,2017
2195.9,2041.26,453.67,18.98,7.981,33.666,11.693,2017
2208.38,2027.69,392.06,16.27,8.039,33.655,11.946,2017
2205.15,2012.9,365.53,15.14,8.065,33.66,12.013,2017
2221.02,2024.74,361.3,14.97,8.072,33.652,12.0085,2017
2218.17,1999.93,327.29,13.24,8.109,33.636,12.767,2017
2219.14,2061.85,503.17,19.44,7.947,33.643,14.23,2017
2208.76,2131.27,797.25,33.38,7.762,33.59,11.6855,2017
2202.75,2142.06,887,37.88,7.717,33.577,11.077,2017
2184.21,2124.15,898.54,37.8,7.709,33.574,11.541,2017
2188.63,2135.41,958.6,40.14,7.684,33.588,11.6855,2017
2201.96,2137.13,916.3,37.08,7.706,33.601,12.756,2017
2199.35,2141.19,953.26,38.98,7.689,33.609,12.42,2017
2204.39,2157.04,1045.94,42.72,7.653,33.605,12.4575,2017
2185.52,2149.27,1155.46,46.54,7.609,33.604,12.902,2017
2198.72,2137,981.15,38.29,7.68,33.625,13.909,2017
2230.66,2187.11,1148.12,45.07,7.622,33.602,13.729,2017
2241.06,2238.3,1583.8,63.09,7.491,33.616,13.254,2017
2199.61,2168.02,1253.29,49.02,7.58,33.608,13.844,2017
2218.83,2186.43,1260.32,49.17,7.582,33.611,13.927,2017
2123.93,2044.46,806.65,31.71,7.744,33.666,13.6705,2017
2181.59,2068.24,611.71,25.14,7.863,33.678,12.257,2017
2189.4,2066.07,566.65,23.47,7.894,33.66,12.0145,2017
2199.64,2066.82,524.26,22.03,7.925,33.661,11.5625,2017
2188.23,2052.94,512.15,21.48,7.933,33.635,11.629,2017
2184.07,2034.66,466.78,19.48,7.968,33.637,11.7795,2017
2198.36,2012.11,377.3,15.61,8.052,33.642,12.045,2017
2203.18,2010.98,365,15.11,8.065,33.635,12.0275,2017
2217.19,2020.62,363.31,14.93,8.069,33.6285,12.274,2017
2193.12,2008.18,388.92,15.77,8.04,33.6305,12.693,2017
2229.15,2049.15,417.04,16.77,8.02,33.634,12.953,2017
2158.33,2044.86,592.45,24.67,7.87,33.802,11.814,2017
2164.8,2025.65,499.36,20.69,7.938,33.7995,11.983,2017
2216.49,2006.2,332.98,13.78,8.101,33.799,12.017,2017
2238.53,2042.16,368.38,15.22,8.067,33.8015,12.054,2017
2242.07,2084.66,471.29,19.43,7.974,33.804,12.125,2017
2220.66,2024.3,370.2,15.08,8.062,33.802,12.519,2017
2240.7,2060.74,427.58,17.03,8.012,33.81,13.224,2017
2245.78,2139.48,660.01,27.58,7.843,33.814,11.71,2017
2259.99,2158.03,691.21,28.76,7.828,33.815,11.841,2017
2261.7,2159.35,705.09,28.84,7.821,33.816,12.378,2017
2269.16,2174.61,748.09,30.67,7.799,33.82,12.3005,2017
2262.91,2181.12,823.76,33.67,7.759,33.82,12.402,2017
2263.64,2195.56,923.43,37.5,7.714,33.817,12.601,2017
2271.27,2199.37,914.55,36.68,7.72,33.82,13.0015,2017
2293.05,2229.34,990.43,39.6,7.692,33.822,13.101,2017
2278.26,2216.19,992.76,39.77,7.688,33.822,13.039,2017
2293.65,2249.39,1157.29,46.2,7.629,33.826,13.15,2017
2291.12,2248.7,1178.82,46.86,7.621,33.825,13.28,2017
2299.2,2257.69,1194.96,47.41,7.617,33.83,13.342,2017
2231.17,2110.86,592.47,24.73,7.883,33.896,11.726,2017
2220.08,2094.25,555.41,23.51,7.906,33.878,11.297,2017
2195.36,2073.02,557.89,23.66,7.9,33.874,11.233,2017
2198.15,2046.86,470.73,19.53,7.967,33.8045,11.9265,2017
2214.17,2061.22,460.59,19.48,7.977,33.871,11.33,2017
2232.1,2062.54,420.85,17.75,8.015,33.867,11.404,2017
2226.87,2051.61,406.9,17.08,8.027,33.862,11.552,2017
2235.44,2038.88,360.58,15.12,8.074,33.862,11.5895,2017
2253.37,2074.05,405.19,17.01,8.033,33.86,11.559,2017
2281.9,2160.79,611.77,25.47,7.88,33.871,11.818,2017
2241.89,2031.32,359.11,14.25,8.078,33.878,13.3215,2017
2251.27,2145.05,663.85,27.72,7.842,33.876,11.716,2017
2227.63,2136.22,712.83,30.34,7.809,33.878,11.127,2017
2260.08,2170.58,745.19,31.47,7.797,33.878,11.3675,2017
2258.57,2168.37,758.13,31.42,7.791,33.88,11.9515,2017
2253.76,2159.12,747.08,30.44,7.797,33.885,12.487,2017
2268.33,2190.16,846.43,34.72,7.749,33.884,12.272,2017
2262.09,2198.35,948.37,38.75,7.702,33.883,12.397,2017
2268.28,2202.56,953.47,38.41,7.702,33.886,12.8435,2017
2286.65,2221.94,984.24,39.22,7.693,33.89,13.195,2017
2269.98,2203.93,967.53,38.48,7.697,33.893,13.2575,2017
2289.22,2233.92,1068.08,42.33,7.661,33.889,13.368,2017
2293.68,2241.54,1100.94,43.53,7.649,33.894,13.445,2017
2314.35,2254.58,1048.13,41.45,7.673,33.898,13.435,2017
2241.22,2113.18,571.49,23.66,7.899,33.927,11.981,2017
2244,2106.72,524.27,22.13,7.933,33.905,11.384,2017
2226.36,2102.5,563.92,23.93,7.901,33.891,11.216,2017
2248.66,2099.14,480.59,20.41,7.967,33.886,11.1865,2017
2246.62,2099.69,489.16,20.75,7.96,33.887,11.236,2017
2244.46,2079.21,437.3,18.43,8.003,33.89,11.431,2017
2252.9,2075.37,408.77,17.19,8.03,33.889,11.496,2017
2240.19,2060.86,401.15,16.84,8.035,33.888,11.547,2017
2280.16,2109.98,437.38,18.37,8.009,33.888,11.533,2017
2268.03,2108.15,466.78,19.47,7.982,33.889,11.754,2017
2260.48,2131.88,587.84,23.97,7.892,33.898,12.456,2017
2249.18,2140.03,649.91,27.11,7.85,33.888,11.744,2017
2242.08,2144.6,696.4,29.33,7.821,33.881,11.453,2017
2256.55,2169.77,742.48,31.92,7.797,33.877,10.82,2017
2261.01,2171.59,752.54,31.56,7.794,33.883,11.5805,2017
2270.78,2175.79,748.86,30.65,7.798,33.891,12.342,2017
2267.94,2183.96,814.09,33.25,7.765,33.894,12.409,2017
2266.73,2189.21,859.7,34.95,7.743,33.897,12.556,2017
2267.81,2196.34,916.88,36.77,7.718,33.901,12.987,2017
2255.04,2188.93,965.14,38.19,7.695,33.907,13.415,2017
2270.33,2210.03,1024,40.35,7.675,33.904,13.548,2017
2280.45,2224.08,1060.43,41.83,7.662,33.902,13.5125,2017
2285.58,2220.65,999.26,39.27,7.687,33.908,13.636,2017
2286.62,2212,932.02,36.5,7.716,33.916,13.745,2017
2235.75,2089.27,514.59,20.91,7.939,33.9075,12.576,2017
2236.96,2082.28,469.98,19.65,7.974,33.88,11.6735,2017
2252.12,2094.36,459.58,19.42,7.985,33.867,11.35,2017
2249.25,2081.45,433.98,18.22,8.007,33.869,11.5605,2017
2244.2,2078.38,439.34,18.39,8.001,33.867,11.6475,2017
2246.59,2081.46,447.55,18.55,7.995,33.871,11.9455,2017
2259.87,2092.46,443.94,18.46,8,33.87,11.854,2017
2262.12,2095.86,448.46,18.63,7.997,33.869,11.884,2017
2280.45,2129.09,500.98,20.78,7.957,33.869,11.933,2017
2282.97,2128.34,495.34,20.42,7.962,33.872,12.124,2017
2306.09,2193.72,684.04,27.72,7.841,33.882,12.661,2017
2258.35,2137.02,613.42,25.13,7.875,33.874,12.314,2017
2249.45,2142.44,654.61,27.49,7.847,33.859,11.55,2017
2263.34,2162.3,673.48,28.83,7.837,33.851,10.956,2017
2247.24,2152.01,706.46,29.88,7.816,33.856,11.325,2017
2244.62,2152.41,745.23,30.72,7.795,33.868,12.123,2017
2255.72,2144.6,690.91,27.26,7.829,33.896,13.505,2017
2274.1,2183.36,803.35,31.94,7.772,33.891,13.263,2017
2265.22,2188.58,899.47,35.43,7.726,33.892,13.562,2017
2291.96,2230.86,1043.34,40.67,7.671,33.894,13.9,2017
2283.62,2220.14,1021.86,39.76,7.678,33.904,13.954,2017
2286.91,2225.62,1042.42,40.53,7.671,33.898,13.983,2017
2275.4,2197.6,917.58,35.5,7.721,33.901,14.143,2017
2296.34,2210.13,870.97,33.73,7.745,33.903,14.111,2017
2279.64,2139.86,586.43,22.84,7.898,33.907,13.927,2017
2244.17,2089.38,473.42,19.75,7.973,33.859,11.752,2017
2243.44,2087.05,463.3,19.48,7.981,33.843,11.503,2017
2253.94,2078.58,424.29,17.52,8.016,33.853,12.076,2017
2231.47,2058.6,432.01,17.57,8.006,33.858,12.555,2017
2263.19,2098.29,471.14,18.98,7.979,33.861,12.859,2017
2242.7,2104.81,553.19,22.29,7.913,33.859,12.849,2017
2241.43,2125.03,639.76,25.82,7.856,33.857,12.788,2017
2271.68,2140.54,589.41,23.8,7.893,33.86,12.781,2017
2279.7,2163.46,661.53,26.57,7.85,33.862,12.949,2017
2272.39,2142.59,631.7,24.37,7.868,33.891,14.2415,2017
2225.64,2071.98,488.27,19.78,7.958,33.832,12.675,2017
2223.87,2075.46,491.8,20.33,7.955,33.817,12.051,2017
2242.23,2057.63,386.28,16.29,8.05,33.788,11.437,2017
2234.64,2060.16,409.8,17.24,8.026,33.796,11.502,2017
2246.2,2095.77,497.21,20.43,7.955,33.814,12.242,2017
2259.53,2129.73,606.72,23.96,7.881,33.849,13.487,2017
2262.14,2149.62,695.35,27.17,7.828,33.863,13.8275,2017
2277.18,2181.18,795.11,30.95,7.778,33.865,13.9525,2017
2284.89,2214.19,974.05,37.67,7.698,33.861,14.163,2017
2256.63,2195.04,1033.31,39.84,7.67,33.861,14.266,2017
2279.07,2205.27,948.66,36.67,7.708,33.865,14.179,2017
2285.03,2202.54,893.85,34.47,7.733,33.866,14.256,2017
2246.92,2160.05,861.58,32.74,7.741,33.891,14.732,2017
2196.19,2009.38,389.86,15.65,8.04,33.57,13.006,2017
2213.27,1999.61,332.98,13.49,8.102,33.488,12.747,2017
2202.25,1991.67,334.91,13.59,8.098,33.474,12.69,2017
2200.91,1980.83,321.3,12.9,8.113,33.502,13.012,2017
2192.29,1978.8,336.65,13.36,8.094,33.541,13.377,2017
2223.11,2028.2,405.99,15.52,8.029,33.681,14.58,2017
2236.26,2045.09,414.4,15.98,8.024,33.6585,14.293,2017
2248.19,2071.47,459.63,17.64,7.987,33.682,14.443,2017
2261.51,2090.15,479.02,18.41,7.973,33.679,14.396,2017
2277.1,2124.59,545.45,20.98,7.926,33.687,14.3715,2017
2245.22,2092.29,555.48,20.69,7.914,33.779,15.413,2017
2213.16,2035.08,426.66,16.82,8.009,33.5025,13.6095,2017
2214.28,2041.41,435.96,17.33,8.001,33.4695,13.343,2017
2210.6,2038.99,419.38,17.22,8.015,33.364,12.346,2017
2195.67,2037.83,452.84,18.59,7.983,33.366,12.346,2017
2197.52,2052.94,504.2,20.42,7.942,33.3905,12.773,2017
2226.4,2079.25,530.16,20.76,7.928,33.535,13.8145,2017
2272.55,2149.94,675.3,25.64,7.843,33.6915,14.796,2017
2255.12,2155.48,782.07,29.81,7.782,33.684,14.669,2017
2208.05,2167.04,1211.92,45.9,7.597,33.683,14.878,2017
2201.58,2163.87,1246.32,47.04,7.585,33.661,14.999,2017
2223.9,2187.4,1269.37,48.02,7.581,33.693,14.9135,2017
2272.24,2166.77,770.3,29,7.791,33.701,15.068,2017
2245.88,2103.5,597.04,22.19,7.887,33.749,15.4965,2017
2214.98,2014.52,364.37,14.62,8.069,33.431,13.066,2017
2237.82,2015.41,321.31,13.06,8.119,33.378,12.659,2017
2216.99,1998.66,323.06,13.13,8.114,33.366,12.666,2017
2213.6,1984.89,305.76,12.37,8.134,33.375,12.811,2017
2225.37,2002.24,324.3,12.95,8.114,33.403,13.217,2017
2243.56,2053.48,426.93,16.22,8.014,33.546,14.7925,2017
2268.3,2097.19,496.46,18.65,7.962,33.595,15.166,2017
2267.53,2113.96,560.84,20.89,7.915,33.62,15.447,2017
2261.79,2119.99,605.18,22.48,7.885,33.617,15.535,2017
2184.17,2069.14,622.05,24.93,7.858,33.381,13.102,2017
2211.86,2029.57,392.65,16.1,8.04,33.253,12.405,2017
2229.52,1999.65,296.27,12.32,8.148,33.278,11.95,2017
2228.14,2001.92,301.94,12.56,8.141,33.28,11.943,2017
2215.9,2009.51,336.89,13.94,8.098,33.254,12.113,2017
2222.33,2059.56,450.18,18.36,7.99,33.22,12.57,2017
2224.26,2083.96,539.02,21.44,7.922,33.107,13.391,2017
2235.62,2107.94,593.07,23.57,7.887,33.101,13.418,2017
2212.85,2105.6,674.64,26.82,7.833,33.029,13.426,2017
2226.15,2129.16,732.2,29.15,7.803,32.959,13.389,2017
2232.32,2156.18,859.81,34.3,7.74,32.927,13.332,2017
2230.97,2155.77,865.36,34.51,7.737,32.891,13.349,2017
2203.09,2089.44,640.41,25.37,7.852,32.831,13.5755,2017
2202.59,2018.64,384.76,15.73,8.047,32.903,12.56,2017
2195.29,1979.54,316.33,12.92,8.12,32.807,12.605,2017
2180.86,1964.15,312.17,12.7,8.122,32.774,12.736,2017
2204.05,1968.68,287.11,11.67,8.157,32.79,12.7685,2017
2189.35,1981.95,336.92,13.57,8.095,32.846,13.0515,2017
2174.8,2015.53,463.65,18.16,7.973,32.692,13.958,2017
2165.55,2034.41,560.74,21.78,7.899,32.438,14.2775,2017
2170.36,2039.32,562.02,21.88,7.899,32.496,14.193,2017
2194.29,2059.75,557.62,21.74,7.906,32.5255,14.148,2017
2156.05,2048.44,649.65,25.53,7.839,32.354,13.914,2017
2180.9,2045.88,542.28,21.32,7.915,32.3135,13.9105,2017
2139.23,1978.39,430.32,17.26,7.995,32.412,13.249,2017
2182.37,1994.2,367.29,14.98,8.062,32.535,12.691,2017
2185.04,1998.53,370.8,15.17,8.059,32.569,12.603,2017
2185.61,2002.52,378.4,15.49,8.052,32.579,12.565,2017
2188.96,2014.99,402.19,16.44,8.029,32.539,12.62,2017
2171.73,2021.02,464.17,18.86,7.972,32.381,12.852,2017
2140.15,2021.04,568.09,22.91,7.889,32.074,13.142,2017
2136.62,2027.05,605.47,24.44,7.864,31.892,13.137,2017
2148.91,2051.5,668.73,27.02,7.827,31.836,13.123,2017
2139.76,2049.61,702.07,28.4,7.806,31.805,13.093,2017
2156.28,2070.64,740.49,29.8,7.788,31.8415,13.245,2017
2136.25,2061.36,790.35,32,7.758,31.762,13.0705,2017
2123.34,2001.02,545.17,21.95,7.903,31.631,13.276,2017
2190.26,2014.58,393.69,16.3,8.037,32.7815,12.1885,2017
2193.99,2014.14,383.77,15.96,8.046,32.96,12.019,2017
2183.87,2003.68,380.53,15.8,8.048,32.979,12.051,2017
2210.86,2016.6,359.21,14.84,8.074,32.957,12.2185,2017
2183.71,1996.51,370.6,15.16,8.058,32.835,12.548,2017
2142.44,1986.1,444.01,17.75,7.985,32.0935,13.421,2017
2117.16,1983.13,508.02,20.15,7.93,31.595,13.752,2017
2120.03,1987.95,515.26,20.47,7.925,31.601,13.7,2017
2132.39,1998.16,512.19,20.36,7.929,31.632,13.679,2017
2140.29,2017.98,560.9,22.32,7.895,31.6845,13.635,2017
2168.37,2050,587.99,23.43,7.882,31.678,13.592,2017
2114.93,1984.55,517.08,20.62,7.922,31.616,13.5755,2017
2176.03,2012.36,423.8,17.41,8.006,32.7015,12.44,2017
2192.55,2021.23,407.84,16.81,8.024,32.784,12.33,2017
2200.97,2033.16,419.91,17.3,8.014,32.787,12.334,2017
2190.63,2028.45,431.85,17.77,8.002,32.682,12.395,2017
2169.05,2029.22,494.74,20.23,7.947,32.4135,12.633,2017
2114.32,2004.42,585.28,23.76,7.874,31.3925,13.048,2017
2093.14,1993.27,617.87,25.15,7.849,31.104,13.014,2017
2071.4,1987.19,685.49,27.98,7.804,30.885,12.969,2017
2077.01,1999.12,725.33,29.6,7.783,30.888,12.977,2017
2088.4,2013.05,750.17,30.5,7.772,30.916,13.089,2017
2099.25,2038.17,852.47,34.64,7.722,30.9015,13.104,2017
2067.67,2005.9,829.14,33.67,7.728,30.65,13.174,2017
2147.01,1975.76,396.02,16.05,8.029,31.972,13.001,2017
2201.3,2000.53,354.24,14.22,8.079,32.686,13.179,2017
2196.07,1997.4,357.41,14.34,8.075,32.682,13.199,2017
2190.41,1977.05,327.38,13.1,8.106,32.675,13.282,2017
2181.5,1964.03,319.64,12.7,8.114,32.581,13.523,2017
2152.82,1947.96,338.02,13.29,8.089,32.211,13.924,2017
2078.88,1918.74,416.37,16.25,8.001,31.0815,14.365,2017
2079.33,1926.92,438.24,17.16,7.981,31.1955,14.253,2017
2101.41,1953.07,458.83,17.99,7.967,31.327,14.175,2017
2112.39,1970.81,485.32,19.06,7.947,31.454,14.11,2017
2124.76,1986.08,500.35,19.65,7.938,31.497,14.099,2017
2156.11,2045.93,626.78,24.67,7.856,31.4385,14.032,2017
2120.52,1967.92,443.43,17.77,7.982,31.7765,13.3995,2017
2203.49,2026.45,399.9,16.37,8.033,32.748,12.538,2017
2199.79,2023.82,401.12,16.44,8.031,32.765,12.511,2017
2207.25,2036.74,416.9,17.1,8.018,32.761,12.471,2017
2212.7,2053.83,451.27,18.49,7.989,32.686,12.526,2017
2166.17,2022.44,481.04,19.64,7.957,32.337,12.702,2017
2156.7,2021.91,506.17,20.67,7.936,32.145,12.724,2017
2155.68,2031.7,544.12,22.27,7.908,32.071,12.674,2017
2175.68,2060.81,589.81,24.13,7.88,32.039,12.694,2017
2163.89,2042.18,557.38,22.76,7.9,32.007,12.756,2017
2163.45,2032.3,520.33,21.25,7.927,31.977,12.751,2017
2176.72,2043.28,518.08,21.13,7.931,31.974,12.802,2017
2148,1984.54,416.7,16.92,8.01,32.083,12.9205,2017
2215.92,2032.09,391.59,15.97,8.043,33.074,12.602,2017
2209.54,2022.86,385.2,15.63,8.048,33.025,12.78,2017
2221.24,2023.36,367.12,14.78,8.068,32.996,13.033,2017
2203.86,2001.13,353.33,14.18,8.079,33.03,13.125,2017
2172.01,1989.88,393.83,15.61,8.034,32.695,13.583,2017
2129.99,1956.55,405.76,15.79,8.018,31.908,14.311,2017
2142.84,1970.23,411.31,16.04,8.015,31.913,14.252,2017
2129.57,1969.97,442.58,17.27,7.985,31.912,14.236,2017
2131.88,1977.04,457.12,17.85,7.973,31.925,14.197,2017
2143.32,1995.96,482.59,18.91,7.954,31.889,14.091,2017
2188.47,2067.71,598.9,23.55,7.878,31.93,13.97,2017
2152.98,2043.23,630.67,24.85,7.852,31.828,13.934,2017
2175.16,2002.22,412.44,16.44,8.018,32.3225,13.4755,2017
2205.52,2017.69,383.11,15.4,8.051,32.627,13.145,2017
2185.06,2005.42,395.93,15.93,8.034,32.6295,13.1205,2017
2203.87,2031.91,421.62,16.95,8.014,32.569,13.151,2017
2207.44,2051.69,468.24,18.81,7.975,32.407,13.196,2017
2170.87,2031.27,505.35,20.3,7.94,32.138,13.246,2017
2172.91,2052.32,577.03,23.19,7.889,31.972,13.27,2017
2153.22,2042.43,610.56,24.56,7.863,31.942,13.25,2017
2154.44,2037.82,585.64,23.53,7.88,31.916,13.28,2017
2155.94,2021.31,519.85,20.75,7.927,31.9315,13.494,2017
2168.58,2031.62,515.68,20.59,7.933,31.901,13.482,2017
2124.92,1946.71,382.58,15.14,8.039,31.7815,13.802,2017
2172.81,1957.68,328.07,12.84,8.103,32.5655,14.015,2017
2178.03,1967.1,339.05,13.25,8.091,32.657,14.053,2017
2185.87,1966.2,325.9,12.69,8.108,32.655,14.157,2017
2186.09,1951.95,302.49,11.72,8.135,32.643,14.33,2017
2166.02,1939.15,311.9,11.99,8.121,32.462,14.6275,2017
2134.18,1930.16,351.03,13.25,8.073,31.874,15.3255,2017
2164.3,1968.6,379.74,14.3,8.049,31.874,15.396,2017
2148.77,1967.23,408.73,15.4,8.019,31.874,15.385,2017
2148.66,1980.92,445.09,16.79,7.987,31.839,15.349,2017
2129.2,1965.88,450.15,17,7.979,31.847,15.303,2017
2182.68,2052.89,583.91,22.2,7.888,31.836,15.098,2017
2172.77,2051.65,615.93,23.43,7.866,31.839,15.068,2017
2130.06,1964.3,431.59,16.67,7.994,32,14.5475,2017
2182.29,2012.18,424.89,16.9,8.008,32.507,13.5085,2017
2174.09,2001.42,413.68,16.52,8.016,32.573,13.372,2017
2168.91,2003.2,430.93,17.19,8,32.546,13.397,2017
2172.38,2023.88,487.36,19.31,7.954,32.426,13.64,2017
2170.52,2029.55,513.01,20.29,7.934,32.383,13.705,2017
2154.93,2031.12,573.03,22.61,7.888,32.317,13.788,2017
2169.15,2055.13,624.82,24.55,7.857,32.277,13.944,2017
2166.91,2054.35,630.4,24.76,7.853,32.247,13.953,2017
2162.31,2036.9,574.81,22.51,7.889,32.258,14.051,2017
2185.24,2060.5,586.17,22.98,7.885,32.237,14.019,2017
2183.97,2055.19,571.26,22.32,7.895,32.205,14.131,2017
2195.59,1992.72,357.8,14.04,8.075,32.514,13.944,2017
2197.82,1981.76,333.16,13.05,8.102,32.582,13.987,2017
2195.32,1977.11,329.76,12.89,8.105,32.664,14.038,2017
2194.61,1964.85,310.34,12.08,8.127,32.645,14.178,2017
2148.86,1920.35,303.78,11.69,8.127,32.493,14.562,2017
2151.12,1948.35,360.82,13.63,8.065,32.208,15.243,2017
2170.8,1982.84,400.84,15.14,8.029,32.181,15.24,2017
2148.69,1974.01,427.79,16.15,8.001,32.166,15.26,2017
2171.61,2009.6,472.99,17.83,7.967,32.073,15.336,2017
2168.13,2013,492.16,18.59,7.951,32.067,15.274,2017
2159.96,2040.15,617.04,23.51,7.862,32.036,14.989,2017
2173.6,2062.5,662.97,25.29,7.836,32.046,14.946,2017
2184.49,2089.84,751.82,28.78,7.789,32.0125,14.838,2017
2158.21,1999.51,459.14,17.89,7.975,32.262,14.215,2017
2171.6,2006.32,434.73,17.29,7.997,32.528,13.503,2017
2186.47,2018.39,430.13,17.17,8.004,32.577,13.366,2017
2178.95,2027.19,478.55,18.99,7.962,32.469,13.579,2017
2186.85,2036.98,490.43,19.36,7.954,32.389,13.771,2017
2181.75,2053,568.19,22.33,7.896,32.407,13.91,2017
2191.39,2072.35,610.42,24.07,7.87,32.398,13.807,2017
2176.73,2046.49,562.65,22.03,7.899,32.397,14.024,2017
2181.22,2034.29,507.68,19.75,7.94,32.391,14.24,2017
2183.13,2008.83,425.48,16.54,8.008,32.353,14.269,2017
2162.34,1960.57,358.15,13.78,8.069,32.313,14.619,2017
2183.19,1976.43,353.83,13.67,8.077,32.595,14.431,2017
2190.65,1978.63,345.5,13.35,8.087,32.64,14.413,2017
2194.59,1976.54,335.33,12.95,8.098,32.693,14.416,2017
2187.06,1959.04,316.65,12.17,8.118,32.631,14.595,2017
2189.59,1961.85,321.7,12.22,8.114,32.461,14.998,2017
2175.92,1965.59,356.86,13.37,8.073,32.27,15.5045,2017
2185.55,1988.29,388.14,14.56,8.044,32.286,15.463,2017
2182.68,1996.48,414.33,15.53,8.019,32.276,15.488,2017
2170.71,1998.82,450.04,16.81,7.986,32.183,15.622,2017
2186.53,2019.8,470.26,17.58,7.972,32.181,15.587,2017
2202.7,2070.87,595.28,22.4,7.884,32.16,15.374,2017
2206.32,2084.23,638.73,24.05,7.857,32.174,15.355,2017
2215.73,2096.99,657.62,24.78,7.847,32.1735,15.3215,2017
2191.33,2031.58,468.01,18.3,7.973,32.549,14.04,2017
2191.56,2038.62,483.93,19.12,7.959,32.669,13.686,2017
2203.31,2045.11,466.77,18.62,7.975,32.76,13.369,2017
