DateTimeStamp,temperatureC,salinitypsu,DO_mgl,depthm,pH,turbidity
4/13/17,4.4,31.3,12.4,0.76,8.1,NA
4/13/17,4.3,31.2,12.4,0.76,8.1,NA
4/13/17,4.4,31.2,12.4,0.75,8.1,NA
4/13/17,4.3,31.3,12.3,0.75,8.1,NA
4/13/17,4.2,31.3,12.3,0.74,8.1,NA
4/13/17,4.5,31.3,12.4,0.74,8.1,NA
4/13/17,4.3,31.3,12.4,0.74,8.1,NA
4/13/17,4.7,31.2,12.5,0.74,8.1,NA
4/13/17,4.4,31.3,12.5,0.74,8.1,NA
4/13/17,4.5,31.3,12.5,0.74,8.1,NA
4/13/17,4.3,31.3,12.4,0.73,8.1,NA
4/13/17,4.2,31.3,12.5,0.73,8.1,NA
4/13/17,4.3,31.3,12.5,0.73,8.1,NA
4/13/17,4.3,31.3,12.5,0.73,8.1,NA
4/13/17,4.3,31.3,12.5,0.73,8.1,NA
4/13/17,4.5,31.3,12.6,0.73,8.1,NA
4/13/17,4.5,31.3,12.7,0.73,8.2,NA
4/13/17,4.6,31.3,12.7,0.73,8.2,NA
4/13/17,4.6,31.3,12.7,0.74,8.2,NA
4/13/17,4.6,31.3,12.7,0.74,8.2,NA
4/13/17,4.5,31.3,12.7,0.74,8.2,NA
4/13/17,4.6,31.3,12.7,0.74,8.2,NA
4/13/17,4.5,31.3,12.7,0.74,8.2,NA
4/13/17,4.6,31.3,12.7,0.74,8.2,NA
4/13/17,4.6,31.3,12.7,0.74,8.2,NA
4/13/17,4.6,31.3,12.7,0.74,8.2,NA
4/13/17,4.7,31.2,12.8,0.75,8.2,NA
4/13/17,4.7,31.3,12.8,0.75,8.2,NA
4/13/17,4.8,31.2,12.9,0.75,8.2,NA
4/13/17,4.9,31.2,12.9,0.75,8.2,NA
4/13/17,4.6,31.2,12.7,0.75,8.2,NA
4/13/17,5.1,31.2,13.1,0.75,8.2,NA
4/13/17,5,31.2,13.1,0.75,8.2,NA
4/13/17,5.1,31.2,13.1,0.75,8.2,NA
4/13/17,5.1,31.2,13.2,0.75,8.2,NA
4/13/17,5.2,31.2,13.3,0.76,8.2,NA
4/13/17,5.2,31.2,13.3,0.76,8.3,NA
4/13/17,5.2,31.2,13.4,0.76,8.3,NA
4/13/17,5.2,31.2,13.3,0.76,8.2,NA
4/13/17,5.2,31.2,13.4,0.76,8.3,NA
4/14/17,5.3,31.1,13.4,0.76,8.3,NA
4/14/17,5.2,31.1,13.5,0.76,8.3,NA
4/14/17,5.4,31.1,13.7,0.76,8.3,NA
4/14/17,5.3,31.1,13.6,0.76,8.3,NA
4/14/17,5.3,31.1,13.6,0.76,8.3,NA
4/14/17,5.3,31.1,13.5,0.76,8.3,NA
4/14/17,5.3,31.1,13.5,0.76,8.3,NA
4/14/17,5.2,31.2,13.4,0.76,8.3,NA
4/14/17,5.1,31.2,13.4,0.76,8.2,NA
4/14/17,5.1,31.2,13.3,0.76,8.2,NA
4/14/17,4.9,31.2,13.2,0.76,8.2,NA
4/14/17,4.9,31.2,13.2,0.76,8.2,NA
4/14/17,4.9,31.2,13.1,0.76,8.2,NA
4/14/17,4.8,31.2,13,0.75,8.2,NA
4/14/17,4.7,31.2,13,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.75,8.2,NA
4/14/17,4.6,31.2,12.7,0.75,8.2,NA
4/14/17,4.4,31.3,12.5,0.75,8.2,NA
4/14/17,4.4,31.3,12.4,0.74,8.2,NA
4/14/17,4.4,31.3,12.4,0.75,8.2,NA
4/14/17,4.4,31.3,12.5,0.75,8.2,NA
4/14/17,4.5,31.2,12.6,0.75,8.2,NA
4/14/17,4.6,31.2,12.7,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.75,8.2,NA
4/14/17,4.6,31.3,12.7,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.75,8.2,NA
4/14/17,4.7,31.2,12.8,0.76,8.2,NA
4/14/17,4.7,31.2,12.8,0.76,8.2,NA
4/14/17,4.7,31.2,12.8,0.76,8.2,NA
4/14/17,4.7,31.2,12.8,0.77,8.2,NA
4/14/17,4.7,31.2,12.8,0.76,8.2,NA
4/14/17,4.7,31.2,12.8,0.77,8.2,NA
4/14/17,4.7,31.2,12.8,0.77,8.2,NA
4/14/17,4.7,31.2,12.9,0.77,8.2,NA
4/14/17,4.7,31.2,12.8,0.77,8.2,NA
4/14/17,4.8,31.2,12.8,0.77,8.2,NA
4/14/17,4.7,31.2,12.9,0.77,8.2,NA
4/14/17,4.8,31.2,12.9,0.77,8.2,NA
4/14/17,4.9,31.2,13.1,0.77,8.2,NA
4/14/17,4.9,31.2,13.1,0.77,8.2,NA
4/14/17,5,31.2,13.1,0.77,8.2,NA
4/14/17,5,31.2,13.1,0.77,8.2,NA
4/14/17,5.1,31.2,13.1,0.77,8.2,NA
4/14/17,5.1,31.1,13.2,0.77,8.2,NA
4/14/17,5.1,31.1,13.3,0.77,8.2,NA
4/14/17,5.3,31.1,13.3,0.77,8.2,NA
4/14/17,5.3,31.1,13.3,0.77,8.2,NA
4/14/17,5.2,31.1,13.3,0.77,8.2,NA
4/14/17,5,31.1,13.3,0.77,8.2,NA
4/14/17,5.2,31.1,13.2,0.77,8.2,NA
4/14/17,5,31.1,13.3,0.77,8.2,NA
4/14/17,5,31.2,13,0.77,8.2,NA
4/14/17,5,31.1,13,0.77,8.2,NA
4/14/17,5.1,31.1,13,0.77,8.2,NA
4/14/17,5.3,31.1,13,0.77,8.2,NA
4/14/17,5.2,31.1,13,0.77,8.2,NA
4/14/17,4.7,31.1,12.7,0.76,8.2,NA
4/14/17,4.6,31.2,12.7,0.76,8.2,NA
4/14/17,4.6,31.2,12.7,0.76,8.2,NA
4/14/17,4.6,31.2,12.7,0.76,8.2,NA
4/14/17,4.6,31.2,12.7,0.76,8.2,NA
4/14/17,4.5,31.2,12.7,0.76,8.2,NA
4/14/17,4.5,31.2,12.7,0.76,8.2,NA
4/14/17,4.4,31.2,12.6,0.76,8.2,NA
4/14/17,4.4,31.2,12.6,0.76,8.2,NA
4/14/17,4.4,31.3,12.7,0.76,8.2,NA
4/14/17,4.3,31.3,12.7,0.76,8.2,NA
4/14/17,4.4,31.3,12.7,0.76,8.2,NA
4/14/17,4.8,31.2,12.9,0.76,8.2,NA
4/14/17,4.9,31.2,13.1,0.76,8.2,NA
4/14/17,4.9,31.2,13.2,0.76,8.2,NA
4/14/17,4.9,31.2,13.2,0.76,8.2,NA
4/14/17,4.9,31.2,13.1,0.76,8.2,NA
4/14/17,4.9,31.2,13.1,0.77,8.2,NA
4/14/17,4.9,31.2,13.1,0.77,8.2,NA
4/14/17,4.9,31.2,13.1,0.77,8.2,NA
4/14/17,4.9,31.2,13.1,0.77,8.2,NA
4/14/17,4.9,31.2,13.1,0.77,8.2,NA
4/14/17,4.9,31.2,13.1,0.77,8.2,NA
4/14/17,4.9,31.2,13,0.77,8.2,NA
4/14/17,4.9,31.2,13,0.77,8.2,NA
4/14/17,4.9,31.2,13,0.77,8.2,NA
4/14/17,5.5,31.2,13.4,0.77,8.3,NA
4/14/17,5.7,31.2,13.6,0.77,8.3,NA
4/14/17,5.7,31.1,13.6,0.77,8.3,NA
4/14/17,5.9,31.1,13.8,0.78,8.3,NA
4/14/17,5.9,31.1,13.8,0.78,8.3,NA
4/14/17,5.8,31.1,13.8,0.78,8.3,NA
4/14/17,5.9,31.1,13.8,0.78,8.3,NA
4/14/17,6.1,31.1,14,0.77,8.3,NA
4/14/17,6,31.1,14,0.78,8.3,NA
4/15/17,5.9,31.1,14.1,0.78,8.3,NA
4/15/17,5.9,31.1,14.1,0.78,8.3,NA
4/15/17,6,31.1,14.1,0.78,8.3,NA
4/15/17,5.9,31.1,14.1,0.77,8.3,NA
4/15/17,5.9,31.1,14.1,0.77,8.3,NA
4/15/17,5.8,31.1,14,0.77,8.3,NA
4/15/17,5.7,31.1,13.9,0.77,8.3,NA
4/15/17,5.7,31.1,13.9,0.77,8.3,NA
4/15/17,5.6,31.1,13.9,0.77,8.3,NA
4/15/17,5.6,31.1,13.9,0.77,8.3,NA
4/15/17,5.5,31.1,13.7,0.77,8.3,NA
4/15/17,5.4,31.2,13.6,0.77,8.3,NA
4/15/17,5.4,31.1,13.6,0.77,8.3,NA
4/15/17,5.3,31.2,13.4,0.76,8.3,NA
4/15/17,5.3,31.1,13.4,0.77,8.3,NA
4/15/17,5.2,31.1,13.3,0.77,8.3,NA
4/15/17,5.2,31.1,13.1,0.77,8.2,NA
4/15/17,4.9,31.2,12.7,0.76,8.2,NA
4/15/17,4.9,31.2,12.7,0.77,8.2,NA
4/15/17,4.8,31.2,12.8,0.76,8.2,NA
4/15/17,4.7,31.2,12.7,0.76,8.2,NA
4/15/17,4.6,31.3,12.7,0.77,8.2,NA
4/15/17,4.7,31.3,12.7,0.76,8.2,NA
4/15/17,4.7,31.3,12.8,0.76,8.2,NA
4/15/17,4.9,31.2,12.9,0.76,8.2,NA
4/15/17,5.1,31.2,13.2,0.77,8.2,NA
4/15/17,5.1,31.2,13.2,0.77,8.2,NA
4/15/17,5.1,31.2,13.2,0.76,8.2,NA
4/15/17,5.1,31.2,13.2,0.77,8.2,NA
4/15/17,5,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.3,0.77,8.2,NA
4/15/17,5.1,31.2,13.2,0.77,8.2,NA
4/15/17,5.2,31.2,13.3,0.77,8.3,NA
4/15/17,5.2,31.2,13.3,0.77,8.3,NA
4/15/17,5.2,31.2,13.3,0.77,8.2,NA
4/15/17,5.2,31.2,13.3,0.77,8.2,NA
4/15/17,5.2,31.2,13.4,0.77,8.3,NA
4/15/17,5.2,31.2,13.4,0.78,8.2,NA
4/15/17,5.2,31.2,13.4,0.78,8.2,NA
4/15/17,5.2,31.2,13.4,0.78,8.2,NA
4/15/17,5.2,31.2,13.4,0.77,8.3,NA
4/15/17,5.3,31.2,13.4,0.78,8.2,NA
4/15/17,5.3,31.1,13.4,0.78,8.3,NA
4/15/17,5.4,31,13.4,0.78,8.3,NA
4/15/17,5.4,31.1,13.4,0.78,8.3,NA
4/15/17,5.4,31.1,13.4,0.78,8.3,NA
4/15/17,5.4,31.1,13.4,0.77,8.3,NA
4/15/17,5.5,31.1,13.4,0.77,8.3,NA
4/15/17,5.4,31.1,13.4,0.77,8.3,NA
4/15/17,5.1,31.2,13.2,0.77,8.2,NA
4/15/17,4.9,31.2,13.1,0.77,8.2,NA
4/15/17,4.8,31.2,13,0.77,8.2,NA
4/15/17,4.8,31.2,13,0.77,8.2,NA
4/15/17,5,31.1,13.1,0.77,8.2,NA
4/15/17,5.1,31.1,13.1,0.77,8.2,NA
4/15/17,5.1,31.1,13.1,0.77,8.2,NA
4/15/17,5.2,31.1,13,0.77,8.2,NA
4/15/17,5.2,31.1,13,0.77,8.2,NA
4/15/17,5.1,31.1,13.1,0.77,8.2,NA
4/15/17,5.1,31.1,13,0.77,8.2,NA
4/15/17,5.1,31.1,13,0.77,8.2,NA
4/15/17,5.2,31.1,13,0.77,8.2,NA
4/15/17,5.1,31.1,13.1,0.77,8.2,NA
4/15/17,5.2,31.1,13,0.77,8.2,NA
4/15/17,5.2,31.1,13,0.77,8.2,NA
4/15/17,4.9,31.2,13,0.77,8.2,NA
4/15/17,4.9,31.2,13,0.77,8.2,NA
4/15/17,4.9,31.2,12.9,0.76,8.2,NA
4/15/17,4.9,31.2,12.9,0.77,8.2,NA
4/15/17,4.7,31.2,12.9,0.76,8.2,NA
4/15/17,4.7,31.3,12.9,0.76,8.2,NA
4/15/17,4.7,31.3,12.9,0.76,8.2,NA
4/15/17,4.7,31.3,12.8,0.76,8.2,NA
4/15/17,4.6,31.3,12.8,0.76,8.2,NA
4/15/17,4.7,31.3,12.8,0.77,8.2,NA
4/15/17,5,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.2,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5.1,31.2,13.1,0.77,8.2,NA
4/15/17,5,31.2,13,0.77,8.2,NA
4/15/17,5,31.2,13,0.77,8.2,NA
4/15/17,5,31.2,13,0.78,8.2,NA
4/15/17,4.9,31.3,12.8,0.78,8.2,NA
4/15/17,4.7,31.4,12.5,0.78,8.2,NA
4/15/17,4.7,31.4,12.6,0.78,8.2,NA
4/15/17,4.7,31.4,12.6,0.77,8.2,NA
4/15/17,4.7,31.4,12.6,0.77,8.2,NA
4/16/17,4.7,31.3,12.7,0.77,8.2,NA
4/16/17,4.6,31.4,12.6,0.77,8.2,NA
4/16/17,4.6,31.4,12.6,0.78,8.2,NA
4/16/17,4.5,31.4,12.5,0.77,8.2,NA
4/16/17,4.6,31.4,12.5,0.77,8.2,NA
4/16/17,4.5,31.4,12.4,0.78,8.1,NA
4/16/17,4.5,31.4,12.5,0.77,8.2,NA
4/16/17,4.5,31.4,12.4,0.78,8.2,NA
4/16/17,4.4,31.4,12.3,0.78,8.2,NA
4/16/17,4.4,31.5,12.3,0.78,8.1,NA
4/16/17,4.3,31.5,12.2,0.77,8.1,NA
4/16/17,4.3,31.5,12.1,0.77,8.1,NA
4/16/17,4.3,31.5,12.1,0.77,8.1,NA
4/16/17,4.3,31.5,12.1,0.77,8.1,NA
4/16/17,4.2,31.6,11.8,0.77,8.1,NA
4/16/17,4.2,31.6,11.8,0.77,8.1,NA
4/16/17,4.2,31.6,11.8,0.77,8.1,NA
4/16/17,4.3,31.6,11.9,0.77,8.1,NA
4/16/17,4.3,31.6,11.9,0.77,8.1,NA
4/16/17,4.3,31.6,11.9,0.77,8.1,NA
4/16/17,4.2,31.7,11.8,0.77,8.1,NA
4/16/17,4.2,31.7,11.7,0.77,8.1,NA
4/16/17,4.2,31.7,11.8,0.77,8.1,NA
4/16/17,4.1,31.7,11.6,0.77,8.1,NA
4/16/17,4.1,31.7,11.6,0.78,8.1,NA
4/16/17,4.5,31.5,12.1,0.77,8.1,NA
4/16/17,4.5,31.5,12.3,0.77,8.2,NA
4/16/17,4.7,31.4,12.5,0.78,8.2,NA
4/16/17,4.7,31.4,12.5,0.78,8.2,NA
4/16/17,4.7,31.3,12.6,0.78,8.2,NA
4/16/17,4.7,31.4,12.5,0.78,8.2,NA
4/16/17,4.7,31.4,12.5,0.78,8.2,NA
4/16/17,4.7,31.4,12.5,0.78,8.2,NA
4/16/17,4.7,31.4,12.5,0.78,8.2,NA
4/16/17,4.6,31.4,12.4,0.78,8.2,NA
4/16/17,4.6,31.4,12.3,0.78,8.2,NA
4/16/17,4.6,31.4,12.4,0.78,8.2,NA
4/16/17,4.6,31.4,12.4,0.78,8.2,NA
4/16/17,4.5,31.5,12.3,0.79,8.2,NA
4/16/17,4.6,31.4,12.3,0.79,8.2,NA
4/16/17,4.5,31.5,12.3,0.79,8.2,NA
4/16/17,4.6,31.4,12.4,0.79,8.2,NA
4/16/17,4.6,31.4,12.4,0.79,8.2,NA
4/16/17,4.6,31.4,12.3,0.79,8.2,NA
4/16/17,4.6,31.4,12.4,0.79,8.2,NA
4/16/17,4.6,31.4,12.4,0.8,8.2,NA
4/16/17,4.7,31.4,12.4,0.8,8.2,NA
4/16/17,4.8,31.4,12.2,0.8,8.1,NA
4/16/17,4.5,31.4,12.4,0.8,8.1,NA
4/16/17,4.7,31.4,12.5,0.8,8.2,NA
4/16/17,4.5,31.3,12.7,0.8,8.2,NA
4/16/17,4.5,31.3,12.7,0.8,8.2,NA
4/16/17,4.5,31.3,12.7,0.8,8.2,NA
4/16/17,4.5,31.3,12.7,0.8,8.2,NA
4/16/17,4.5,31.3,12.7,0.79,8.2,NA
4/16/17,4.5,31.3,12.7,0.8,8.2,NA
4/16/17,4.6,31.3,12.7,0.8,8.2,NA
4/16/17,4.5,31.3,12.8,0.8,8.2,NA
4/16/17,4.5,31.3,12.8,0.8,8.2,NA
4/16/17,4.5,31.3,12.8,0.79,8.2,NA
4/16/17,4.5,31.3,12.8,0.8,8.2,NA
4/16/17,4.5,31.3,12.8,0.8,8.2,NA
4/16/17,4.5,31.4,12.9,0.8,8.2,NA
4/16/17,4.4,31.4,12.9,0.8,8.2,NA
4/16/17,4.4,31.4,12.9,0.8,8.2,NA
4/16/17,4.4,31.4,12.9,0.8,8.2,NA
4/16/17,4.4,31.4,12.9,0.79,8.2,NA
4/16/17,4.4,31.4,12.8,0.79,8.2,NA
4/16/17,4.4,31.4,12.8,0.8,8.2,NA
4/16/17,4.4,31.4,12.8,0.8,8.2,NA
4/16/17,4.4,31.4,12.8,0.8,8.2,NA
4/16/17,4.4,31.4,12.8,0.8,8.2,NA
4/16/17,4.4,31.4,12.8,0.8,8.2,NA
4/16/17,4.4,31.5,12.7,0.79,8.2,NA
4/16/17,4.4,31.5,12.7,0.79,8.2,NA
4/16/17,4.4,31.5,12.6,0.8,8.2,NA
4/16/17,4.3,31.5,12.5,0.8,8.2,NA
4/16/17,4.4,31.5,12.6,0.79,8.2,NA
4/16/17,4.5,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.7,31.4,12.8,0.8,8.2,NA
4/16/17,4.7,31.4,12.8,0.8,8.2,NA
4/16/17,4.7,31.4,12.8,0.8,8.2,NA
4/16/17,4.7,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.8,0.8,8.2,NA
4/16/17,4.7,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.4,12.7,0.8,8.2,NA
4/16/17,4.7,31.4,12.8,0.8,8.2,NA
4/16/17,4.6,31.3,12.9,0.8,8.2,NA
4/17/17,4.7,31.3,13,0.8,8.2,NA
4/17/17,4.7,31.3,13,0.8,8.2,NA
4/17/17,4.8,31.3,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13.1,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.7,31.2,13,0.8,8.2,NA
4/17/17,4.8,31.3,13,0.8,8.2,NA
4/17/17,4.8,31.3,13,0.8,8.2,NA
4/17/17,4.8,31.2,13,0.79,8.2,NA
4/17/17,4.7,31.2,13,0.79,8.2,NA
4/17/17,4.7,31.3,13,0.79,8.2,NA
4/17/17,4.7,31.2,13,0.79,8.3,NA
4/17/17,4.7,31.2,13,0.79,8.3,NA
4/17/17,4.7,31.3,13,0.79,8.2,NA
4/17/17,4.7,31.3,12.9,0.79,8.2,NA
4/17/17,4.7,31.3,12.9,0.78,8.2,NA
4/17/17,4.6,31.4,12.8,0.78,8.2,NA
4/17/17,4.6,31.4,12.7,0.78,8.2,NA
4/17/17,4.7,31.3,12.8,0.79,8.2,NA
4/17/17,4.6,31.3,12.9,0.78,8.2,NA
4/17/17,4.6,31.3,12.8,0.79,8.2,NA
4/17/17,4.6,31.3,12.8,0.79,8.2,NA
4/17/17,4.6,31.3,12.8,0.78,8.2,NA
4/17/17,4.6,31.3,12.8,0.78,8.2,NA
4/17/17,4.6,31.3,12.8,0.79,8.2,NA
4/17/17,4.6,31.3,12.8,0.79,8.2,NA
4/17/17,4.7,31.3,12.8,0.78,8.2,NA
4/17/17,4.7,31.3,12.9,0.78,8.2,NA
4/17/17,4.7,31.3,12.9,0.78,8.2,NA
4/17/17,4.7,31.3,12.9,0.78,8.2,NA
4/17/17,4.7,31.3,13.1,0.78,8.2,NA
4/17/17,4.9,31.2,13.2,0.78,8.3,NA
4/17/17,4.9,31.2,13.2,0.78,8.3,NA
4/17/17,5,31.2,13.3,0.78,8.3,NA
4/17/17,5,31.2,13.3,0.78,8.3,NA
4/17/17,5.1,31.2,13.4,0.78,8.3,NA
4/17/17,5.1,31.2,13.3,0.78,8.3,NA
4/17/17,5.1,31.2,13.4,0.78,8.3,NA
4/17/17,5.2,31.1,13.4,0.78,8.3,NA
4/17/17,5.2,31.1,13.4,0.78,8.3,NA
4/17/17,5.2,31.1,13.4,0.77,8.3,NA
4/17/17,5.3,31.1,13.4,0.78,8.3,NA
4/17/17,5.3,31.1,13.4,0.78,8.3,NA
4/17/17,5.3,31.1,13.4,0.78,8.3,NA
4/17/17,5.3,31.1,13.4,0.77,8.3,NA
4/17/17,5.3,31.1,13.4,0.77,8.3,NA
4/17/17,5.4,31.1,13.4,0.77,8.3,NA
4/17/17,5.4,31.1,13.4,0.77,8.3,NA
4/17/17,5.4,31.1,13.4,0.77,8.3,NA
4/17/17,5.4,31.2,13.4,0.77,8.3,NA
4/17/17,5.6,31.1,13.3,0.77,8.3,NA
4/17/17,5.5,31.1,13.4,0.77,8.3,NA
4/17/17,5.4,31.1,13.4,0.76,8.3,NA
4/17/17,5.3,31.2,13.5,0.76,8.3,NA
4/17/17,5.1,31.2,13.5,0.76,8.3,NA
4/17/17,5.2,31.2,13.6,0.76,8.3,NA
4/17/17,5.2,31.2,13.6,0.76,8.3,NA
4/17/17,5.2,31.2,13.6,0.75,8.3,NA
4/17/17,5.1,31.2,13.7,0.75,8.3,NA
4/17/17,5.1,31.2,13.7,0.75,8.3,NA
4/17/17,5.1,31.2,13.6,0.75,8.3,NA
4/17/17,5.1,31.2,13.7,0.75,8.3,NA
4/17/17,5.1,31.2,13.7,0.75,8.3,NA
4/17/17,5.1,31.2,13.8,0.75,8.3,NA
4/17/17,5,31.2,13.8,0.75,8.3,NA
4/17/17,5,31.2,13.8,0.75,8.3,NA
4/17/17,5,31.2,13.8,0.75,8.3,NA
4/17/17,4.9,31.2,13.7,0.75,8.3,NA
4/17/17,4.8,31.3,13.5,0.75,8.3,NA
4/17/17,4.8,31.3,13.6,0.74,8.3,NA
4/17/17,4.7,31.3,13.6,0.74,8.3,NA
4/17/17,4.9,31.3,13.5,0.75,8.3,NA
4/17/17,4.9,31.3,13.5,0.75,8.3,NA
4/17/17,4.9,31.3,13.5,0.74,8.3,NA
4/17/17,5,31.3,13.5,0.74,8.3,NA
4/17/17,5,31.3,13.5,0.74,8.3,NA
4/17/17,5,31.3,13.5,0.74,8.3,NA
4/17/17,5,31.3,13.5,0.74,8.3,NA
4/17/17,5,31.3,13.5,0.74,8.3,NA
4/17/17,5,31.3,13.5,0.74,8.3,NA
4/17/17,5.1,31.3,13.5,0.74,8.3,NA
4/17/17,5,31.3,13.4,0.73,8.3,NA
4/17/17,5,31.3,13.4,0.73,8.3,NA
4/17/17,5.1,31.3,13.4,0.73,8.3,NA
4/17/17,5.3,31.3,13.4,0.74,8.3,NA
4/17/17,5.3,31.2,13.4,0.74,8.3,NA
4/18/17,5.3,31.3,13.4,0.73,8.3,NA
4/18/17,5.4,31.2,13.3,0.73,8.3,NA
4/18/17,5.5,31.2,13.3,0.74,8.3,NA
4/18/17,5.4,31.2,13.3,0.74,8.3,NA
4/18/17,5.5,31.2,13.3,0.74,8.3,NA
4/18/17,5.5,31.2,13.3,0.74,8.3,NA
4/18/17,5.5,31.2,13.2,0.73,8.3,NA
4/18/17,5.5,31.2,13.2,0.73,8.3,NA
4/18/17,5.5,31.2,13.2,0.73,8.3,NA
4/18/17,5.4,31.2,13.3,0.73,8.3,NA
4/18/17,5.4,31.2,13.2,0.73,8.3,NA
4/18/17,5.3,31.2,13.2,0.73,8.3,NA
4/18/17,5.3,31.2,13.3,0.73,8.3,NA
4/18/17,5.2,31.2,13.3,0.73,8.3,NA
4/18/17,5.2,31.2,13.3,0.73,8.3,NA
4/18/17,5.2,31.2,13.3,0.73,8.3,NA
4/18/17,5.2,31.2,13.3,0.72,8.3,NA
4/18/17,5.1,31.2,13.3,0.72,8.3,NA
4/18/17,5,31.2,13.4,0.72,8.3,NA
4/18/17,5,31.2,13.4,0.72,8.3,NA
4/18/17,5,31.2,13.4,0.72,8.3,NA
4/18/17,5,31.2,13.4,0.72,8.3,NA
4/18/17,5,31.2,13.4,0.72,8.3,NA
4/18/17,5,31.2,13.4,0.72,8.3,NA
4/18/17,5,31.2,13.4,0.71,8.3,NA
4/18/17,5,31.2,13.4,0.71,8.3,NA
4/18/17,4.9,31.2,13.4,0.71,8.3,NA
4/18/17,4.9,31.2,13.5,0.71,8.3,NA
4/18/17,4.9,31.2,13.5,0.71,8.3,NA
4/18/17,4.9,31.2,13.4,0.71,8.3,NA
4/18/17,5,31.2,13.4,0.71,8.3,NA
4/18/17,4.9,31.2,13.4,0.71,8.3,NA
4/18/17,4.9,31.2,13.4,0.7,8.3,NA
4/18/17,4.9,31.2,13.4,0.7,8.3,NA
4/18/17,4.9,31.2,13.4,0.7,8.3,NA
4/18/17,5,31.2,13.4,0.7,8.3,NA
4/18/17,5,31.2,13.4,0.7,8.3,NA
4/18/17,5,31.2,13.4,0.7,8.3,NA
4/18/17,5,31.2,13.4,0.7,8.3,NA
4/18/17,5,31.2,13.4,0.7,8.3,NA
4/18/17,5,31.2,13.4,0.7,8.3,NA
4/18/17,5.1,31.2,13.5,0.7,8.3,NA
4/18/17,5.1,31.2,13.5,0.7,8.3,NA
4/18/17,5.2,31.2,13.4,0.7,8.3,NA
4/18/17,5.2,31.2,13.4,0.7,8.3,NA
4/18/17,5.3,31.2,13.4,0.7,8.3,NA
4/18/17,5.3,31.1,13.5,0.7,8.3,NA
4/18/17,5.3,31.1,13.5,0.7,8.3,NA
4/18/17,5.4,31.1,13.5,0.7,8.3,NA
4/18/17,5.3,31.1,13.7,0.7,8.3,NA
4/18/17,5.4,31.1,13.6,0.7,8.3,NA
4/18/17,5.4,31,13.6,0.7,8.3,NA
4/18/17,5.5,31,13.6,0.68,8.3,NA
4/18/17,5.8,31,13.6,0.7,8.3,NA
4/18/17,5.9,31,13.6,0.7,8.3,NA
4/18/17,5.9,31,13.6,0.7,8.3,NA
4/18/17,5.8,30.9,13.6,0.69,8.3,NA
4/18/17,5.7,30.9,13.6,0.7,8.3,NA
4/18/17,5.7,30.9,13.6,0.7,8.3,NA
4/18/17,5.7,30.9,13.6,0.7,8.3,NA
4/18/17,5.8,30.9,13.6,0.69,8.3,NA
4/18/17,5.8,30.9,13.6,0.69,8.3,NA
4/18/17,5.9,30.9,13.6,0.69,8.3,NA
4/18/17,5.9,30.9,13.6,0.68,8.4,NA
