time,chlorophyll
20170612T01:15:00Z,3.7
20170612T01:30:00Z,4.9
20170612T01:45:00Z,5.8
20170612T02:00:00Z,6.6
20170612T02:15:00Z,5.8
20170612T02:30:00Z,7.1
20170612T02:45:00Z,5.9
20170612T03:00:00Z,8.3
20170612T03:15:00Z,7.2
20170612T03:30:00Z,3.1
20170612T03:45:00Z,5.4
20170612T04:00:00Z,6.8
20170612T04:15:00Z,8.1
20170612T04:30:00Z,8.5
20170612T04:45:00Z,8.4
20170612T05:00:00Z,8.9
20170612T05:15:00Z,6.5
20170612T05:30:00Z,8.4
20170612T05:45:00Z,8.7
20170612T06:00:00Z,6.8
20170612T06:15:00Z,8.3
20170612T06:30:00Z,8.7
20170612T06:45:00Z,8.8
20170612T07:00:00Z,6.9
20170612T07:15:00Z,7
20170612T07:30:00Z,6.9
20170612T07:45:00Z,6.9
20170612T08:00:00Z,7
20170612T08:15:00Z,8.1
20170612T08:30:00Z,5.6
20170612T08:45:00Z,6.3
20170612T09:00:00Z,5.9
20170612T09:15:00Z,4
20170612T09:30:00Z,5
20170612T09:45:00Z,4.9
20170612T10:00:00Z,4.6
20170612T10:15:00Z,3
20170612T10:30:00Z,4
20170612T10:45:00Z,6.1
20170612T11:00:00Z,6.6
20170612T11:15:00Z,4.9
20170612T11:30:00Z,6.4
20170612T11:45:00Z,7.8
20170612T12:00:00Z,7.7
20170612T12:15:00Z,7.2
20170612T12:30:00Z,6
20170612T12:45:00Z,4
20170612T13:00:00Z,8.3
20170612T13:15:00Z,6.2
20170612T13:30:00Z,5.4
20170612T13:45:00Z,6.8
20170612T14:00:00Z,6.9
20170612T14:15:00Z,8.6
20170612T14:30:00Z,8.4
20170612T14:45:00Z,6.3
20170612T15:00:00Z,7.3
20170612T15:15:00Z,4.8
20170612T15:30:00Z,6.4
20170612T15:45:00Z,7.9
20170612T16:00:00Z,6.2
20170612T16:15:00Z,5.7
20170612T16:30:00Z,7.2
20170612T16:45:00Z,7.4
20170612T17:00:00Z,5.5
20170612T17:15:00Z,6
20170612T17:30:00Z,6.2
20170612T17:45:00Z,6.5
20170612T18:00:00Z,6.5
20170612T18:15:00Z,7.5
20170612T18:30:00Z,4.8
20170612T18:45:00Z,7.4
20170612T19:00:00Z,4.6
20170612T19:15:00Z,7.2
20170612T19:30:00Z,4.1
20170612T19:45:00Z,3
20170612T20:00:00Z,4.8
20170612T20:15:00Z,4.2
20170612T20:30:00Z,3.1
20170612T20:45:00Z,3.1
20170612T21:00:00Z,3.1
20170612T21:15:00Z,2.8
20170612T21:30:00Z,2.4
20170612T21:45:00Z,2.8
20170612T22:00:00Z,2.1
20170612T22:15:00Z,4.5
20170612T22:30:00Z,4.1
20170612T22:45:00Z,3.7
20170612T23:00:00Z,3.7
20170612T23:15:00Z,2.7
20170612T23:30:00Z,1.9
20170612T23:45:00Z,3.5
20170613T00:00:00Z,4.2
20170613T00:15:00Z,4
20170613T00:30:00Z,3.6
20170613T00:45:00Z,3.1
20170613T01:00:00Z,3.1
20170613T01:15:00Z,3.3
20170613T01:30:00Z,3
20170613T01:45:00Z,4.3
20170613T02:00:00Z,5.5
20170613T02:15:00Z,4.5
20170613T02:30:00Z,5.4
20170613T02:45:00Z,4.3
20170613T03:00:00Z,4.4
20170613T03:15:00Z,5.8
20170613T03:30:00Z,4.5
20170613T03:45:00Z,5.6
20170613T04:00:00Z,4.6
20170613T04:15:00Z,6.1
20170613T04:30:00Z,4
20170613T04:45:00Z,3.3
20170613T05:00:00Z,6.4
20170613T05:15:00Z,4.9
20170613T05:30:00Z,4.8
20170613T05:45:00Z,3.4
20170613T06:00:00Z,3.6
20170613T06:15:00Z,6.4
20170613T06:30:00Z,5.3
20170613T06:45:00Z,4.3
20170613T07:00:00Z,6
20170613T07:15:00Z,3.5
20170613T07:30:00Z,5.3
20170613T07:45:00Z,6.5
20170613T08:00:00Z,6.2
20170613T08:15:00Z,5.5
20170613T08:30:00Z,4.6
20170613T08:45:00Z,5
20170613T09:00:00Z,4
20170613T09:15:00Z,4.2
20170613T09:30:00Z,4.1
20170613T09:45:00Z,3.7
20170613T10:00:00Z,4.2
20170613T10:15:00Z,4.1
20170613T10:30:00Z,3.6
20170613T10:45:00Z,3.6
20170613T11:00:00Z,2.6
20170613T11:15:00Z,2.4
20170613T11:30:00Z,2.5
20170613T11:45:00Z,4.6
20170613T12:00:00Z,5.6
20170613T12:15:00Z,3.8
20170613T12:30:00Z,3.9
20170613T12:45:00Z,3.4
20170613T13:00:00Z,4.3
20170613T13:15:00Z,4.6
20170613T13:30:00Z,4.7
20170613T13:45:00Z,4.4
20170613T14:00:00Z,3.3
20170613T14:15:00Z,5.5
20170613T14:30:00Z,4.6
20170613T14:45:00Z,3.4
20170613T15:00:00Z,6.2
20170613T15:15:00Z,5
20170613T15:30:00Z,4.5
20170613T15:45:00Z,4.9
20170613T16:00:00Z,3.4
20170613T16:15:00Z,6.1
20170613T16:30:00Z,5.5
20170613T16:45:00Z,3.7
20170613T17:00:00Z,3.8
20170613T17:15:00Z,4.5
20170613T17:30:00Z,5
20170613T17:45:00Z,5.7
20170613T18:00:00Z,4.2
20170613T18:15:00Z,4.7
20170613T18:30:00Z,5.6
20170613T18:45:00Z,4.1
20170613T19:00:00Z,4.6
20170613T19:15:00Z,3.8
20170613T19:30:00Z,4.9
20170613T19:45:00Z,5.1
20170613T20:00:00Z,3.4
20170613T20:15:00Z,3.5
20170613T20:30:00Z,1.6
20170613T20:45:00Z,3
20170613T21:00:00Z,2.5
20170613T21:15:00Z,2.1
20170613T21:30:00Z,1.9
20170613T21:45:00Z,2.4
20170613T22:00:00Z,3.1
20170613T22:15:00Z,2.4
20170613T22:30:00Z,3.3
20170613T22:45:00Z,2.4
20170613T23:00:00Z,2.2
20170613T23:15:00Z,2.8
20170613T23:30:00Z,1.8
20170613T23:45:00Z,2.5
20170614T00:00:00Z,2.6
20170614T00:15:00Z,1.2
20170614T00:30:00Z,2.3
20170614T00:45:00Z,1.8
20170614T01:00:00Z,2.5
20170614T01:15:00Z,2.4
20170614T01:30:00Z,1.7
20170614T01:45:00Z,4.3
20170614T02:00:00Z,2.4
20170614T02:15:00Z,4
20170614T02:30:00Z,3.6
20170614T02:45:00Z,5.1
20170614T03:00:00Z,3.7
20170614T03:15:00Z,5.2
20170614T03:30:00Z,5.2
20170614T03:45:00Z,5.1
20170614T04:00:00Z,4.2
20170614T04:15:00Z,2.9
20170614T04:30:00Z,5.1
20170614T04:45:00Z,4.2
20170614T05:00:00Z,4.6
20170614T05:15:00Z,4.9
20170614T05:30:00Z,3.6
20170614T05:45:00Z,4.5
20170614T06:00:00Z,4.4
20170614T06:15:00Z,4.6
20170614T06:30:00Z,6.4
20170614T06:45:00Z,2.5
20170614T07:00:00Z,3.7
20170614T07:15:00Z,5
20170614T07:30:00Z,3
20170614T07:45:00Z,4.4
20170614T08:00:00Z,3.1
20170614T08:15:00Z,4
20170614T08:30:00Z,3.4
20170614T08:45:00Z,3.5
20170614T09:00:00Z,4.5
20170614T09:15:00Z,3.4
20170614T09:30:00Z,4.9
20170614T09:45:00Z,2.7
20170614T10:00:00Z,4.2
20170614T10:15:00Z,2.5
20170614T10:30:00Z,3.3
20170614T10:45:00Z,3
20170614T11:00:00Z,2.8
20170614T11:15:00Z,3.3
20170614T11:30:00Z,2.9
20170614T11:45:00Z,2.3
20170614T12:00:00Z,4
20170614T12:15:00Z,2.6
20170614T12:30:00Z,3.4
20170614T12:45:00Z,2.4
20170614T13:00:00Z,2.3
20170614T13:15:00Z,2
20170614T13:30:00Z,3.2
20170614T13:45:00Z,3.8
20170614T14:00:00Z,3.2
20170614T14:15:00Z,2.9
20170614T14:30:00Z,4.1
20170614T14:45:00Z,1.9
20170614T15:00:00Z,3.2
20170614T15:15:00Z,5.3
20170614T15:30:00Z,4.6
20170614T15:45:00Z,3.8
20170614T16:00:00Z,4.6
20170614T16:15:00Z,3.2
20170614T16:30:00Z,4.6
20170614T16:45:00Z,2.6
20170614T17:00:00Z,4.1
20170614T17:15:00Z,4.2
20170614T17:30:00Z,4
20170614T17:45:00Z,4
20170614T18:00:00Z,3.4
20170614T18:15:00Z,4.3
20170614T18:30:00Z,2.7
20170614T18:45:00Z,3.1
20170614T19:00:00Z,2.5
20170614T19:15:00Z,2.7
20170614T19:30:00Z,2.2
20170614T19:45:00Z,2.3
20170614T20:00:00Z,3.1
20170614T20:15:00Z,4.7
20170614T20:30:00Z,4.8
20170614T20:45:00Z,2.2
20170614T21:00:00Z,2.2
20170614T21:15:00Z,1.1
20170614T21:30:00Z,3
20170614T21:45:00Z,1.7
20170614T22:00:00Z,1.2
20170614T22:15:00Z,3.1
20170614T22:30:00Z,2
20170614T22:45:00Z,1
20170614T23:00:00Z,1.9
20170614T23:15:00Z,1.3
20170614T23:30:00Z,1.4
20170614T23:45:00Z,2.3
20170615T00:00:00Z,2.4
20170615T00:15:00Z,1.4
20170615T00:30:00Z,1.6
20170615T00:45:00Z,1.9
20170615T01:00:00Z,2.4
20170615T01:15:00Z,0.5
20170615T01:30:00Z,2.3
20170615T01:45:00Z,2
20170615T02:00:00Z,2
20170615T02:15:00Z,1.6
20170615T02:30:00Z,2.4
20170615T02:45:00Z,3.8
20170615T03:00:00Z,2.7
20170615T03:15:00Z,1.8
20170615T03:30:00Z,4.2
20170615T03:45:00Z,4
20170615T04:00:00Z,4.2
20170615T04:15:00Z,3.3
20170615T04:30:00Z,4.2
20170615T04:45:00Z,2.3
20170615T05:00:00Z,3.6
20170615T05:15:00Z,3.6
20170615T05:30:00Z,3.4
20170615T05:45:00Z,3.2
20170615T06:00:00Z,1.8
20170615T06:15:00Z,4.1
20170615T06:30:00Z,5.3
20170615T06:45:00Z,3.6
20170615T07:00:00Z,3.2
20170615T07:15:00Z,4.5
20170615T07:30:00Z,3.3
20170615T07:45:00Z,3.6
20170615T08:00:00Z,5.6
20170615T08:15:00Z,5.2
20170615T08:30:00Z,2.4
20170615T08:45:00Z,1.8
20170615T09:00:00Z,2.4
20170615T09:15:00Z,3.1
20170615T09:30:00Z,3.4
20170615T09:45:00Z,3.9
20170615T10:00:00Z,3.6
20170615T10:15:00Z,4
20170615T10:30:00Z,2.9
20170615T10:45:00Z,2.9
20170615T11:00:00Z,3.4
20170615T11:15:00Z,3.9
20170615T11:30:00Z,1.3
20170615T11:45:00Z,3.4
20170615T12:00:00Z,2.2
20170615T12:15:00Z,2.1
20170615T12:30:00Z,2.2
20170615T12:45:00Z,2.5
20170615T13:00:00Z,1.2
20170615T13:15:00Z,2.2
20170615T13:30:00Z,3.4
20170615T13:45:00Z,3.4
20170615T14:00:00Z,2.1
20170615T14:15:00Z,2.3
20170615T14:30:00Z,3
20170615T14:45:00Z,1.8
20170615T15:00:00Z,2.1
20170615T15:15:00Z,3.3
20170615T15:30:00Z,3.6
20170615T15:45:00Z,2.8
20170615T16:00:00Z,2.1
20170615T16:15:00Z,3.5
20170615T16:30:00Z,4.1
20170615T16:45:00Z,3.2
20170615T17:00:00Z,1.8
20170615T17:15:00Z,2.9
20170615T17:30:00Z,4
20170615T17:45:00Z,3
20170615T18:00:00Z,4
20170615T18:15:00Z,3.2
20170615T18:30:00Z,1.5
20170615T18:45:00Z,2.7
20170615T19:00:00Z,1.4
20170615T19:15:00Z,3.8
20170615T19:30:00Z,3.5
20170615T19:45:00Z,4.4
20170615T20:00:00Z,3.5
20170615T20:15:00Z,2.4
20170615T20:30:00Z,5.2
20170615T20:45:00Z,2.6
20170615T21:00:00Z,3.8
20170615T21:15:00Z,3.6
20170615T21:30:00Z,2
20170615T21:45:00Z,2.4
20170615T22:00:00Z,3
20170615T22:15:00Z,2.4
20170615T22:30:00Z,1.9
20170615T22:45:00Z,3.1
20170615T23:00:00Z,1.2
20170615T23:15:00Z,1.6
20170615T23:30:00Z,3
20170615T23:45:00Z,1.7
20170616T00:00:00Z,2.8
20170616T00:15:00Z,2.9
20170616T00:30:00Z,1.8
20170616T00:45:00Z,0.6
20170616T01:00:00Z,0.8
20170616T01:15:00Z,2
20170616T01:30:00Z,1.7
20170616T01:45:00Z,2.1
20170616T02:00:00Z,1.5
20170616T02:15:00Z,2
20170616T02:30:00Z,2.8
20170616T02:45:00Z,2.1
20170616T03:00:00Z,2.6
20170616T03:15:00Z,1.9
20170616T03:30:00Z,2.5
20170616T03:45:00Z,1.5
20170616T04:00:00Z,2.8
20170616T04:15:00Z,2.5
20170616T04:30:00Z,2.4
20170616T04:45:00Z,3
20170616T05:00:00Z,2.8
20170616T05:15:00Z,4.3
20170616T05:30:00Z,4.8
20170616T05:45:00Z,5.4
20170616T06:00:00Z,5.6
20170616T06:15:00Z,3.6
20170616T06:30:00Z,4.6
20170616T06:45:00Z,5
20170616T07:00:00Z,10
20170616T07:15:00Z,4
20170616T07:30:00Z,7.7
20170616T07:45:00Z,6.8
20170616T08:00:00Z,5.8
20170616T08:15:00Z,5.2
20170616T08:30:00Z,5.3
20170616T08:45:00Z,5.4
20170616T09:00:00Z,8.3
20170616T09:15:00Z,10.5
20170616T09:30:00Z,5.7
20170616T09:45:00Z,4.6
20170616T10:00:00Z,4.4
20170616T10:15:00Z,7.6
20170616T10:30:00Z,6.2
20170616T10:45:00Z,5.3
20170616T11:00:00Z,6.4
20170616T11:15:00Z,5.9
20170616T11:30:00Z,5.1
20170616T11:45:00Z,4
20170616T12:00:00Z,6
20170616T12:15:00Z,2.4
20170616T12:30:00Z,3.3
20170616T12:45:00Z,1.8
20170616T13:00:00Z,1.9
20170616T13:15:00Z,2.6
20170616T13:30:00Z,2.2
20170616T13:45:00Z,4.1
20170616T14:00:00Z,3.3
20170616T14:15:00Z,3.3
20170616T14:30:00Z,2.8
20170616T14:45:00Z,3.8
20170616T15:00:00Z,2.8
20170616T15:15:00Z,5
20170616T15:30:00Z,4.6
20170616T15:45:00Z,4.7
20170616T16:00:00Z,4.7
20170616T16:15:00Z,3.6
20170616T16:30:00Z,4.3
20170616T16:45:00Z,5.1
20170616T17:00:00Z,5.5
20170616T17:15:00Z,4.8
20170616T17:30:00Z,4.2
20170616T17:45:00Z,6.1
20170616T18:00:00Z,3.6
20170616T18:15:00Z,3.6
20170616T18:30:00Z,4.9
20170616T18:45:00Z,4
20170616T19:00:00Z,3.8
20170616T19:15:00Z,4.6
20170616T19:30:00Z,4
20170616T19:45:00Z,4.9
20170616T20:00:00Z,4.1
20170616T20:15:00Z,3.8
20170616T20:30:00Z,3.6
20170616T20:45:00Z,4
20170616T21:00:00Z,2.9
20170616T21:15:00Z,2.9
20170616T21:30:00Z,4
20170616T21:45:00Z,3.5
20170616T22:00:00Z,2.5
20170616T22:15:00Z,2.1
20170616T22:30:00Z,1.9
20170616T22:45:00Z,2.4
20170616T23:00:00Z,3
20170616T23:15:00Z,1.3
20170616T23:30:00Z,1.3
20170616T23:45:00Z,1.6
20170617T00:00:00Z,1.8
20170617T00:15:00Z,2.1
20170617T00:30:00Z,3.1
20170617T00:45:00Z,2.5
20170617T01:00:00Z,2.1
20170617T01:15:00Z,0.9
20170617T01:30:00Z,2.5
20170617T01:45:00Z,2
20170617T02:00:00Z,1.9
20170617T02:15:00Z,2.3
20170617T02:30:00Z,2.5
20170617T02:45:00Z,2.3
20170617T03:00:00Z,1.8
20170617T03:15:00Z,2
20170617T03:30:00Z,2.1
20170617T03:45:00Z,3
20170617T04:00:00Z,1.8
20170617T04:15:00Z,2.4
20170617T04:30:00Z,2.9
20170617T04:45:00Z,4.8
20170617T05:00:00Z,3.5
20170617T05:15:00Z,4.4
20170617T05:30:00Z,3.8
20170617T05:45:00Z,3.6
20170617T06:00:00Z,4.2
20170617T06:15:00Z,3.7
20170617T06:30:00Z,5.5
20170617T06:45:00Z,4.6
20170617T07:00:00Z,6.4
20170617T07:15:00Z,4.5
20170617T07:30:00Z,5.7
20170617T07:45:00Z,5.4
20170617T08:00:00Z,5.3
20170617T08:15:00Z,5.2
20170617T08:30:00Z,7.3
20170617T08:45:00Z,6
20170617T09:00:00Z,2.2
20170617T09:15:00Z,8.1
20170617T09:30:00Z,3.4
20170617T09:45:00Z,5
20170617T10:00:00Z,5
20170617T10:15:00Z,5.1
20170617T10:30:00Z,4.7
20170617T10:45:00Z,4.2
20170617T11:00:00Z,5.9
20170617T11:15:00Z,5.5
20170617T11:30:00Z,5.6
20170617T11:45:00Z,5.4
20170617T12:00:00Z,3.8
20170617T12:15:00Z,3.3
20170617T12:30:00Z,3.4
20170617T12:45:00Z,4.8
20170617T13:00:00Z,2.3
20170617T13:15:00Z,2.4
20170617T13:30:00Z,2.9
20170617T13:45:00Z,3.6
20170617T14:00:00Z,2.7
20170617T14:15:00Z,1.8
20170617T14:30:00Z,1.2
20170617T14:45:00Z,1.5
20170617T15:00:00Z,2.5
20170617T15:15:00Z,3.5
20170617T15:30:00Z,3.1
20170617T15:45:00Z,1
20170617T16:00:00Z,3
20170617T16:15:00Z,2.9
20170617T16:30:00Z,1.6
20170617T16:45:00Z,2.7
20170617T17:00:00Z,3.1
20170617T17:15:00Z,1.7
20170617T17:30:00Z,4.6
20170617T17:45:00Z,4.3
20170617T18:00:00Z,3.8
20170617T18:15:00Z,5.1
20170617T18:30:00Z,5.8
20170617T18:45:00Z,5.2
20170617T19:00:00Z,3.9
20170617T19:15:00Z,5.2
20170617T19:30:00Z,4
20170617T19:45:00Z,3.6
20170617T20:00:00Z,3.9
20170617T20:15:00Z,3.6
20170617T20:30:00Z,3.2
20170617T20:45:00Z,4.6
20170617T21:00:00Z,4.2
20170617T21:15:00Z,3.5
20170617T21:30:00Z,2
20170617T21:45:00Z,4.5
20170617T22:00:00Z,3
20170617T22:15:00Z,4.4
20170617T22:30:00Z,3.3
20170617T22:45:00Z,3.3
20170617T23:00:00Z,3.3
20170617T23:15:00Z,2
20170617T23:30:00Z,2
20170617T23:45:00Z,2.7
20170618T00:00:00Z,1.9
20170618T00:15:00Z,1.7
20170618T00:30:00Z,1.1
20170618T00:45:00Z,2
20170618T01:00:00Z,1.9
20170618T01:15:00Z,1.5
20170618T01:30:00Z,1.9
20170618T01:45:00Z,2.4
20170618T02:00:00Z,2
20170618T02:15:00Z,1.1
20170618T02:30:00Z,1.7
20170618T02:45:00Z,2.3
20170618T03:00:00Z,2.3
20170618T03:15:00Z,2.4
20170618T03:30:00Z,2.1
20170618T03:45:00Z,1.5
20170618T04:00:00Z,1.4
20170618T04:15:00Z,1.8
20170618T04:30:00Z,2.6
20170618T04:45:00Z,2.2
20170618T05:00:00Z,3.3
20170618T05:15:00Z,1.7
20170618T05:30:00Z,2.5
20170618T05:45:00Z,4.3
20170618T06:00:00Z,4.8
20170618T06:15:00Z,4.6
20170618T06:30:00Z,4.6
20170618T06:45:00Z,4.8
20170618T07:00:00Z,4.3
20170618T07:15:00Z,3.1
20170618T07:30:00Z,5.8
20170618T07:45:00Z,5.2
20170618T08:00:00Z,3.2
20170618T08:15:00Z,4.7
20170618T08:30:00Z,4.2
20170618T08:45:00Z,4.7
20170618T09:00:00Z,4.1
20170618T09:15:00Z,3.4
20170618T09:30:00Z,3.9
20170618T09:45:00Z,3.5
20170618T10:00:00Z,6.6
20170618T10:15:00Z,6.7
20170618T10:30:00Z,3.8
20170618T10:45:00Z,3.4
20170618T11:00:00Z,4.1
20170618T11:15:00Z,3.4
20170618T11:30:00Z,2.1
20170618T11:45:00Z,4.3
20170618T12:00:00Z,3.5
20170618T12:15:00Z,3.4
20170618T12:30:00Z,3.4
20170618T12:45:00Z,3.2
20170618T13:00:00Z,2.7
20170618T13:15:00Z,5
20170618T13:30:00Z,3.3
20170618T13:45:00Z,2.7
20170618T14:00:00Z,2.6
20170618T14:15:00Z,2.2
20170618T14:30:00Z,2
20170618T14:45:00Z,2.4
20170618T15:00:00Z,2.2
20170618T15:15:00Z,2.2
20170618T15:30:00Z,1.9
20170618T15:45:00Z,2.1
20170618T16:00:00Z,2.8
20170618T16:15:00Z,3.1
20170618T16:30:00Z,4.1
20170618T16:45:00Z,1.4
20170618T17:00:00Z,1.6
20170618T17:15:00Z,1.3
20170618T17:30:00Z,2.2
20170618T17:45:00Z,0.3
20170618T18:00:00Z,2.8
20170618T18:15:00Z,2.7
20170618T18:30:00Z,3.1
20170618T18:45:00Z,2.4
20170618T19:00:00Z,2.9
20170618T19:15:00Z,2.8
20170618T19:30:00Z,3.7
20170618T19:45:00Z,2.4
20170618T20:00:00Z,2.3
20170618T20:15:00Z,2.6
20170618T20:30:00Z,3.9
20170618T20:45:00Z,3.3
20170618T21:00:00Z,2.9
20170618T21:15:00Z,2.4
20170618T21:30:00Z,2.3
20170618T21:45:00Z,1.5
20170618T22:00:00Z,2.5
20170618T22:15:00Z,4.3
20170618T22:30:00Z,4.8
20170618T22:45:00Z,2.3
20170618T23:00:00Z,1.4
20170618T23:15:00Z,2.9
20170618T23:30:00Z,2.8
20170618T23:45:00Z,2.2
20170619T00:00:00Z,2
20170619T00:15:00Z,1.1
20170619T00:30:00Z,2.7
20170619T00:45:00Z,1.8
20170619T01:00:00Z,1.9
20170619T01:15:00Z,2.4
20170619T01:30:00Z,1.2
20170619T01:45:00Z,0.9
20170619T02:00:00Z,1
20170619T02:15:00Z,2.7
20170619T02:30:00Z,2.3
20170619T02:45:00Z,3.5
20170619T03:00:00Z,2.4
20170619T03:15:00Z,0.2
20170619T03:30:00Z,1.3
20170619T03:45:00Z,2.5
20170619T04:00:00Z,1.9
20170619T04:15:00Z,1.5
20170619T04:30:00Z,2.7
20170619T04:45:00Z,1.5
20170619T05:00:00Z,2.1
20170619T05:15:00Z,2.9
20170619T05:30:00Z,2.4
20170619T05:45:00Z,3.1
20170619T06:00:00Z,2
20170619T06:15:00Z,3.4
20170619T06:30:00Z,2.5
20170619T06:45:00Z,3.4
20170619T07:00:00Z,3.8
20170619T07:15:00Z,3.9
20170619T07:30:00Z,2.8
20170619T07:45:00Z,1.6
20170619T08:00:00Z,3.5
20170619T08:15:00Z,1.9
20170619T08:30:00Z,1
20170619T08:45:00Z,2.3
20170619T09:00:00Z,2.1
20170619T09:15:00Z,2
20170619T09:30:00Z,2.9
20170619T09:45:00Z,2.7
20170619T10:00:00Z,1.5
20170619T10:15:00Z,1.4
20170619T10:30:00Z,3.1
20170619T10:45:00Z,1.3
20170619T11:00:00Z,1.7
20170619T11:15:00Z,2.2
20170619T11:30:00Z,2.1
20170619T11:45:00Z,1.5
20170619T12:00:00Z,2.6
20170619T12:15:00Z,2.9
20170619T12:30:00Z,3.2
20170619T12:45:00Z,2.3
20170619T13:00:00Z,2.6
20170619T13:15:00Z,1.8
20170619T13:30:00Z,1.8
20170619T13:45:00Z,3.3
20170619T14:00:00Z,2.1
20170619T14:15:00Z,2.7
20170619T14:30:00Z,3.2
20170619T14:45:00Z,4.1
20170619T15:00:00Z,1.9
20170619T15:15:00Z,2.9
20170619T15:30:00Z,1.9
20170619T15:45:00Z,2.6
20170619T16:00:00Z,2.4
20170619T16:15:00Z,2.6
20170619T16:30:00Z,3.2
20170619T16:45:00Z,2.6
20170619T17:00:00Z,1.6
20170619T17:15:00Z,0.3
20170619T17:30:00Z,3.3
20170619T17:45:00Z,1.8
20170619T18:00:00Z,2.6
20170619T18:15:00Z,3.2
20170619T18:30:00Z,2.1
20170619T18:45:00Z,0.5
20170619T19:00:00Z,3
20170619T19:15:00Z,1.8
20170619T19:30:00Z,3.5
20170619T19:45:00Z,3.3
20170619T20:00:00Z,2.2
20170619T20:15:00Z,2.4
20170619T20:30:00Z,3.9
20170619T20:45:00Z,2.6
20170619T21:00:00Z,3.1
20170619T21:15:00Z,2.1
20170619T21:30:00Z,3.6
20170619T21:45:00Z,3.5
20170619T22:00:00Z,2.6
20170619T22:15:00Z,2.3
20170619T22:30:00Z,2.2
20170619T22:45:00Z,2.6
20170619T23:00:00Z,3.1
20170619T23:15:00Z,2.4
20170619T23:30:00Z,3
20170619T23:45:00Z,2
20170620T00:00:00Z,1.8
20170620T00:15:00Z,3.2
20170620T00:30:00Z,2.9
20170620T00:45:00Z,2.6
20170620T01:00:00Z,2.4
20170620T01:15:00Z,2.3
20170620T01:30:00Z,2.3
20170620T01:45:00Z,1.5
20170620T02:00:00Z,1.5
20170620T02:15:00Z,1.8
20170620T02:30:00Z,1.8
20170620T02:45:00Z,2.3
20170620T03:00:00Z,1.6
20170620T03:15:00Z,1.1
20170620T03:30:00Z,2.4
20170620T03:45:00Z,2.9
20170620T04:00:00Z,1.9
20170620T04:15:00Z,1.8
20170620T04:30:00Z,1.3
20170620T04:45:00Z,2.7
20170620T05:00:00Z,1.6
20170620T05:15:00Z,1.5
20170620T05:30:00Z,2.5
20170620T05:45:00Z,1.3
20170620T06:00:00Z,2.5
20170620T06:15:00Z,3
20170620T06:30:00Z,2.3
20170620T06:45:00Z,2.9
20170620T07:00:00Z,2.2
20170620T07:15:00Z,3.3
20170620T07:30:00Z,3.3
20170620T07:45:00Z,2.6
20170620T08:00:00Z,1.9
20170620T08:15:00Z,1.9
20170620T08:30:00Z,3.1
20170620T08:45:00Z,2.7
20170620T09:00:00Z,1.4
20170620T09:15:00Z,3.6
20170620T09:30:00Z,3
20170620T09:45:00Z,3
20170620T10:00:00Z,1.8
20170620T10:15:00Z,3.1
20170620T10:30:00Z,2.2
20170620T10:45:00Z,3
20170620T11:00:00Z,2.5
20170620T11:15:00Z,3.5
20170620T11:30:00Z,1.3
20170620T11:45:00Z,3.1
20170620T12:00:00Z,2.6
20170620T12:15:00Z,3.1
20170620T12:30:00Z,3.8
20170620T12:45:00Z,2.2
20170620T13:00:00Z,3.2
20170620T13:15:00Z,3.5
20170620T13:30:00Z,3.3
20170620T13:45:00Z,2
20170620T14:00:00Z,4.9
20170620T14:15:00Z,2.2
20170620T14:30:00Z,2.6
20170620T14:45:00Z,1.5
20170620T15:00:00Z,2.3
20170620T15:15:00Z,2.2
20170620T15:30:00Z,2
20170620T15:45:00Z,3.1
20170620T16:00:00Z,3.4
20170620T16:15:00Z,1.8
20170620T16:30:00Z,2
20170620T16:45:00Z,1.9
20170620T17:00:00Z,2.5
20170620T17:15:00Z,2.9
20170620T17:30:00Z,2.4
20170620T17:45:00Z,4.3
20170620T18:00:00Z,1.6
20170620T18:15:00Z,1.3
20170620T18:30:00Z,2.9
20170620T18:45:00Z,3.3
20170620T19:00:00Z,2.5
20170620T19:15:00Z,0.9
20170620T19:30:00Z,2.1
20170620T19:45:00Z,2
20170620T20:00:00Z,2.8
20170620T20:15:00Z,2.2
20170620T20:30:00Z,1.8
20170620T20:45:00Z,2.1
20170620T21:00:00Z,1.6
20170620T21:15:00Z,1.8
20170620T21:30:00Z,1.8
20170620T21:45:00Z,1.9
20170620T22:00:00Z,2.1
20170620T22:15:00Z,1.9
20170620T22:30:00Z,2
20170620T22:45:00Z,2.1
20170620T23:00:00Z,1.7
20170620T23:15:00Z,3.2
20170620T23:30:00Z,2.8
20170620T23:45:00Z,1.6
20170621T00:00:00Z,1.4
20170621T00:15:00Z,2.3
20170621T00:30:00Z,0.7
20170621T00:45:00Z,1.8
20170621T01:00:00Z,3.7
20170621T01:15:00Z,1.8
20170621T01:30:00Z,2.4
20170621T01:45:00Z,2.2
20170621T02:00:00Z,3.3
20170621T02:15:00Z,2.9
20170621T02:30:00Z,2.8
20170621T02:45:00Z,2.6
20170621T03:00:00Z,2.5
20170621T03:15:00Z,1.7
20170621T03:30:00Z,2.5
20170621T03:45:00Z,2.7
20170621T04:00:00Z,2.8
20170621T04:15:00Z,3.2
20170621T04:30:00Z,2.9
20170621T04:45:00Z,3.2
20170621T05:00:00Z,2.5
20170621T05:15:00Z,2.5
20170621T05:30:00Z,3.3
20170621T05:45:00Z,2.3
20170621T06:00:00Z,1.3
20170621T06:15:00Z,3.3
