date,pH,salinity,temp
4/6/17,7.947647306,27.588953,10.42395
4/6/17,7.936476685,27.588953,10.35082
4/6/17,7.928677615,27.588953,10.53788667
4/6/17,7.950997526,27.588953,10.70046
4/6/17,7.95259427,27.588953,10.76205333
4/6/17,7.953501903,27.588953,10.76011667
4/6/17,7.954092555,27.588953,10.71975333
4/6/17,7.964240837,27.588953,10.76288
4/6/17,7.960742713,27.588953,10.75650333
4/6/17,7.969434845,27.588953,10.69158333
4/6/17,7.980656402,27.588953,10.53993333
4/6/17,7.980047965,27.588953,10.50057667
4/6/17,7.978580401,27.588953,10.52721
4/6/17,7.975472855,27.588953,10.53343333
4/6/17,7.964625952,27.588953,10.35458667
4/6/17,7.968272868,27.588953,10.17744333
4/6/17,7.950849399,27.588953,9.943123333
4/6/17,7.939666476,27.588953,9.79
4/6/17,7.927590249,27.588953,9.658443333
4/6/17,7.920030251,27.588953,9.569006667
4/6/17,7.915356221,27.588953,9.509343333
4/6/17,7.910676451,27.588953,9.463193333
4/6/17,7.903488643,27.588953,9.416483333
4/6/17,7.89769398,27.588953,9.373466667
4/6/17,7.888657823,27.588953,9.327183333
4/6/17,7.882717756,27.588953,9.286076667
4/6/17,7.872580789,27.137856,9.24191
4/6/17,7.867853569,27.137856,9.241243333
4/7/17,7.867863539,27.137856,9.229993333
4/7/17,7.867869145,27.137856,9.221816667
4/7/17,7.872264126,27.137856,9.22703
4/7/17,7.871444494,27.137856,9.24257
4/7/17,7.867857647,27.137856,9.246146667
4/7/17,7.865144728,27.137856,9.224383333
4/7/17,7.858811193,27.137856,9.208743333
4/7/17,7.854643696,27.137856,9.18914
4/7/17,7.847514245,27.137856,9.171256667
4/7/17,7.85156919,27.137856,9.159826667
4/7/17,7.85193478,27.137856,9.16169
4/7/17,7.845338779,27.137856,9.15936
4/7/17,7.851658301,27.137856,9.15335
4/7/17,7.852692496,27.137856,9.151263333
4/7/17,7.856509225,27.137856,9.154253333
4/7/17,7.856734893,27.137856,9.160413333
4/7/17,7.866300187,27.137856,9.194513333
4/7/17,7.885395606,27.137856,9.308023333
4/7/17,7.925192684,27.137856,9.557746667
4/7/17,7.929806442,27.137856,9.612803333
4/7/17,7.934689081,27.137856,9.713206667
4/7/17,7.936891863,27.137856,9.730063333
4/7/17,7.936439293,27.137856,9.736516667
4/7/17,7.927789899,27.137856,9.721
4/7/17,7.93295049,27.137856,9.70974
4/7/17,7.929648404,27.137856,9.711543333
4/7/17,7.935054275,27.137856,9.720133333
4/7/17,7.938782907,27.137856,9.78576
4/7/17,7.936893118,27.137856,9.826016667
4/7/17,7.936141498,27.137856,9.852056667
4/7/17,7.93264786,27.137856,9.852506667
4/7/17,7.91993347,27.137856,9.755286667
4/7/17,7.913911213,27.137856,9.69329
4/7/17,7.913449526,27.137856,9.670466667
4/7/17,7.914223424,27.137856,9.65251
4/7/17,7.914590049,27.137856,9.639763333
4/7/17,7.912876622,27.137856,9.62478
4/7/17,7.909387746,27.137856,9.607223333
4/7/17,7.912982857,27.137856,9.610066667
4/7/17,7.91391359,27.137856,9.6227
4/7/17,7.91838517,27.137856,9.649073333
